Vessel,LBP,HBottom,FirsthatchDistfromAft,LasthatchDistfromAft,UDDraftMDegree,UDDraftMConst,MaxDisplcament,draft_tolerance
KAC,222,19.73,212.76,52.73,2,"0.1595019941445405,0.00016302055316441138,-1.2270383179496526e-10",112518,-0.02
