ID,VSLCODE,TANKCATEGORY,TANKNAME,SG,SOUNDING,VOLUMEINPERCENTAGE,VOLUMEINCUBE,LCGLPP,VCGBL,TCG,FSM
1,KAC,CARGO,HOLD1,1.025,0,0,0,198.68,1.72,0,15918.05
2,KAC,CARGO,HOLD1,1.025,0.379,0.013,167.36,198.69,1.91,0,16302.32
3,KAC,CARGO,HOLD1,1.025,0.779,0.028,353.17,198.68,2.12,0,18397.93
4,KAC,CARGO,HOLD1,1.025,1.179,0.043,548.56,198.67,2.33,0,20872.9
5,KAC,CARGO,HOLD1,1.025,1.579,0.06,753.7,198.66,2.54,0,23378.3
6,KAC,CARGO,HOLD1,1.025,2.079,0.081,1023.88,198.64,2.8,0,26973.59
7,KAC,CARGO,HOLD1,1.025,2.479,0.099,1251.15,198.63,3.02,0,29976.74
8,KAC,CARGO,HOLD1,1.025,2.879,0.118,1488.56,198.61,3.24,0,33477.94
9,KAC,CARGO,HOLD1,1.025,3.279,0.138,1736.12,198.59,3.46,0,36976.57
10,KAC,CARGO,HOLD1,1.025,3.679,0.158,1993.85,198.57,3.69,0,41079.54
11,KAC,CARGO,HOLD1,1.025,4.079,0.179,2261.88,198.55,3.92,0,44630.86
12,KAC,CARGO,HOLD1,1.025,4.479,0.201,2541.88,198.51,4.15,0,47134.32
13,KAC,CARGO,HOLD1,1.025,4.879,0.224,2827.97,198.49,4.37,0,49146.09
14,KAC,CARGO,HOLD1,1.025,5.279,0.247,3118.99,198.49,4.6,0,51012.82
15,KAC,CARGO,HOLD1,1.025,5.679,0.271,3414.48,198.49,4.82,0,52707.55
16,KAC,CARGO,HOLD1,1.025,6.079,0.294,3713.94,198.51,5.05,0,54203.33
17,KAC,CARGO,HOLD1,1.025,6.479,0.318,4016.83,198.52,5.27,0,55471.57
18,KAC,CARGO,HOLD1,1.025,6.879,0.342,4322.51,198.55,5.49,0,56445.83
19,KAC,CARGO,HOLD1,1.025,7.279,0.367,4630.12,198.57,5.71,0,56903.7
20,KAC,CARGO,HOLD1,1.025,7.679,0.391,4938.14,198.59,5.93,0,56903.7
21,KAC,CARGO,HOLD1,1.025,8.179,0.422,5323.16,198.62,6.2,0,56903.59
22,KAC,CARGO,HOLD1,1.025,8.579,0.446,5631.17,198.63,6.41,0,56903.08
23,KAC,CARGO,HOLD1,1.025,8.979,0.471,5939.18,198.65,6.62,0,56902.47
24,KAC,CARGO,HOLD1,1.025,9.379,0.495,6247.2,198.66,6.84,0,56901.75
25,KAC,CARGO,HOLD1,1.025,9.779,0.519,6555.21,198.67,7.04,0,56901.03
26,KAC,CARGO,HOLD1,1.025,10.179,0.544,6863.22,198.69,7.25,0,56900.42
27,KAC,CARGO,HOLD1,1.025,10.579,0.568,7171.23,198.7,7.46,0,56899.39
28,KAC,CARGO,HOLD1,1.025,10.979,0.593,7479.23,198.7,7.67,0,56897.85
29,KAC,CARGO,HOLD1,1.025,11.379,0.617,7787.24,198.71,7.88,0,56895.8
30,KAC,CARGO,HOLD1,1.025,11.779,0.641,8095.24,198.72,8.08,0,56893.45
31,KAC,CARGO,HOLD1,1.025,12.179,0.666,8403.24,198.73,8.29,0,56891.91
32,KAC,CARGO,HOLD1,1.025,12.579,0.69,8711.23,198.74,8.49,0,56891.6
33,KAC,CARGO,HOLD1,1.025,12.979,0.715,9019.23,198.74,8.7,0,56891.5
34,KAC,CARGO,HOLD1,1.025,13.379,0.739,9327.05,198.75,8.9,0,56238.16
35,KAC,CARGO,HOLD1,1.025,13.879,0.769,9706.69,198.76,9.16,0,51820.62
36,KAC,CARGO,HOLD1,1.025,14.279,0.792,10002.09,198.77,9.35,0,47087.89
37,KAC,CARGO,HOLD1,1.025,14.679,0.815,10287.86,198.79,9.54,0,41953.76
38,KAC,CARGO,HOLD1,1.025,15.079,0.837,10562.49,198.8,9.73,0,36717.14
39,KAC,CARGO,HOLD1,1.025,15.479,0.858,10824.74,198.82,9.9,0,31578.1
40,KAC,CARGO,HOLD1,1.025,15.879,0.877,11073.54,198.83,10.07,0,26629.09
41,KAC,CARGO,HOLD1,1.025,16.279,0.896,11305.99,198.85,10.23,0,21769.77
42,KAC,CARGO,HOLD1,1.025,16.679,0.913,11519.75,198.87,10.38,0,17755.15
43,KAC,CARGO,HOLD1,1.025,17.079,0.928,11718.26,198.89,10.52,0,14248.12
44,KAC,CARGO,HOLD1,1.025,17.479,0.943,11901.68,198.9,10.65,0,11245.58
45,KAC,CARGO,HOLD1,1.025,17.879,0.956,12070.12,198.92,10.77,0,8706.25
46,KAC,CARGO,HOLD1,1.025,18.279,0.968,12224.47,198.93,10.88,0,7229.63
47,KAC,CARGO,HOLD1,1.025,18.679,0.98,12374.79,198.95,11,0,7185.05
48,KAC,CARGO,HOLD1,1.025,19.079,0.99,12500.45,198.96,11.09,0,2616.93
49,KAC,CARGO,HOLD1,1.025,19.479,0.996,12575.57,198.95,11.15,0,2616.93
50,KAC,CARGO,HOLD1,1.025,19.729,1,12622.53,198.94,11.19,0,2616.93
51,KAC,CARGO,HOLD2,1.025,0,0,0,172.95,1.72,0,0
52,KAC,CARGO,HOLD2,1.025,0.38,0.015,222.57,172.95,1.91,0,30928.97
53,KAC,CARGO,HOLD2,1.025,0.78,0.032,467.85,172.94,2.12,0,34382.91
54,KAC,CARGO,HOLD2,1.025,1.18,0.049,723.93,172.92,2.32,0,38301.28
55,KAC,CARGO,HOLD2,1.025,1.58,0.067,991.04,172.91,2.53,0,42335.17
56,KAC,CARGO,HOLD2,1.025,2.08,0.091,1340.65,172.89,2.8,0,47907.99
57,KAC,CARGO,HOLD2,1.025,2.48,0.111,1633.11,172.87,3.01,0,52638.26
58,KAC,CARGO,HOLD2,1.025,2.88,0.132,1937.22,172.85,3.23,0,57979.54
59,KAC,CARGO,HOLD2,1.025,3.28,0.153,2252.82,172.84,3.45,0,63162.96
60,KAC,CARGO,HOLD2,1.025,3.68,0.175,2578.98,172.81,3.67,0,68955.95
61,KAC,CARGO,HOLD2,1.025,4.08,0.198,2915.81,172.78,3.9,0,74534.41
62,KAC,CARGO,HOLD2,1.025,4.48,0.222,3270.12,172.76,4.12,0,79341.56
63,KAC,CARGO,HOLD2,1.025,4.88,0.246,3626.56,172.74,4.35,0,79341.56
64,KAC,CARGO,HOLD2,1.025,5.28,0.27,3983,172.72,4.57,0,79341.56
65,KAC,CARGO,HOLD2,1.025,5.68,0.295,4339.44,172.71,4.78,0,79341.56
66,KAC,CARGO,HOLD2,1.025,6.08,0.319,4695.88,172.7,5,0,79341.56
67,KAC,CARGO,HOLD2,1.025,6.48,0.343,5052.32,172.69,5.21,0,79341.56
68,KAC,CARGO,HOLD2,1.025,6.88,0.367,5408.76,172.68,5.42,0,79341.56
69,KAC,CARGO,HOLD2,1.025,7.28,0.391,5765.2,172.67,5.63,0,79341.56
70,KAC,CARGO,HOLD2,1.025,7.68,0.416,6121.64,172.67,5.84,0,79341.56
71,KAC,CARGO,HOLD2,1.025,8.18,0.446,6567.19,172.66,6.09,0,79341.56
72,KAC,CARGO,HOLD2,1.025,8.58,0.47,6923.63,172.66,6.3,0,79341.66
73,KAC,CARGO,HOLD2,1.025,8.98,0.494,7280.07,172.65,6.51,0,79341.87
74,KAC,CARGO,HOLD2,1.025,9.38,0.518,7636.51,172.65,6.71,0,79342.18
75,KAC,CARGO,HOLD2,1.025,9.78,0.543,7992.95,172.64,6.92,0,79342.38
76,KAC,CARGO,HOLD2,1.025,10.18,0.567,8349.39,172.64,7.12,0,79342.59
77,KAC,CARGO,HOLD2,1.025,10.58,0.591,8705.83,172.64,7.32,0,79343
78,KAC,CARGO,HOLD2,1.025,10.98,0.615,9062.27,172.63,7.53,0,79343.51
79,KAC,CARGO,HOLD2,1.025,11.38,0.639,9418.72,172.63,7.73,0,79344.12
80,KAC,CARGO,HOLD2,1.025,11.78,0.664,9775.16,172.63,7.93,0,79344.74
81,KAC,CARGO,HOLD2,1.025,12.18,0.688,10131.61,172.63,8.14,0,79345.35
82,KAC,CARGO,HOLD2,1.025,12.58,0.712,10488.05,172.62,8.34,0,79345.56
83,KAC,CARGO,HOLD2,1.025,12.98,0.736,10844.5,172.62,8.54,0,79345.76
84,KAC,CARGO,HOLD2,1.025,13.38,0.76,11198.62,172.62,8.74,0,73837.21
85,KAC,CARGO,HOLD2,1.025,13.88,0.789,11621.65,172.62,8.98,0,62312.21
86,KAC,CARGO,HOLD2,1.025,14.28,0.811,11942.86,172.61,9.17,0,54007.56
87,KAC,CARGO,HOLD2,1.025,14.68,0.832,12248.75,172.61,9.34,0,46475.76
88,KAC,CARGO,HOLD2,1.025,15.08,0.851,12539.33,172.61,9.51,0,39678.98
89,KAC,CARGO,HOLD2,1.025,15.48,0.87,12814.6,172.6,9.67,0,33579.51
90,KAC,CARGO,HOLD2,1.025,15.88,0.888,13074.56,172.6,9.83,0,28139.53
91,KAC,CARGO,HOLD2,1.025,16.28,0.904,13316.21,172.6,9.97,0,22498.96
92,KAC,CARGO,HOLD2,1.025,16.68,0.919,13537.14,172.6,10.1,0,18351.91
93,KAC,CARGO,HOLD2,1.025,17.08,0.933,13742.34,172.6,10.23,0,14729.56
94,KAC,CARGO,HOLD2,1.025,17.48,0.946,13931.96,172.6,10.35,0,11627.6
95,KAC,CARGO,HOLD2,1.025,17.88,0.958,14106.14,172.6,10.46,0,9003.5
96,KAC,CARGO,HOLD2,1.025,18.28,0.969,14265.77,172.61,10.57,0,7478.09
97,KAC,CARGO,HOLD2,1.025,18.68,0.979,14421.26,172.61,10.67,0,7435.04
98,KAC,CARGO,HOLD2,1.025,19.08,0.989,14561.19,172.61,10.77,0,4959.36
99,KAC,CARGO,HOLD2,1.025,19.48,0.996,14664.8,172.61,10.84,0,4959.36
100,KAC,CARGO,HOLD2,1.025,19.73,1,14729.55,172.61,10.88,0,4959.36
101,KAC,CARGO,HOLD3,1.025,0,0,0,145.28,1.72,0,27830.19
102,KAC,CARGO,HOLD3,1.025,0.378,0.015,221.44,145.28,1.91,0,30802.38
103,KAC,CARGO,HOLD3,1.025,0.778,0.032,465.9,145.28,2.12,0,34250.68
104,KAC,CARGO,HOLD3,1.025,1.178,0.05,720.57,145.28,2.32,0,37975.43
105,KAC,CARGO,HOLD3,1.025,1.578,0.069,985.61,145.28,2.53,0,41982.87
106,KAC,CARGO,HOLD3,1.025,2.078,0.093,1331.71,145.28,2.8,0,47294.53
107,KAC,CARGO,HOLD3,1.025,2.478,0.113,1620.66,145.28,3.01,0,51976.01
108,KAC,CARGO,HOLD3,1.025,2.878,0.133,1920.47,145.28,3.23,0,57016.75
109,KAC,CARGO,HOLD3,1.025,3.278,0.155,2230.45,145.28,3.45,0,61886.63
110,KAC,CARGO,HOLD3,1.025,3.678,0.177,2548.86,145.28,3.67,0,66912.82
111,KAC,CARGO,HOLD3,1.025,4.078,0.2,2875.56,145.28,3.89,0,72204.08
112,KAC,CARGO,HOLD3,1.025,4.478,0.224,3220,145.28,4.11,0,77025.47
113,KAC,CARGO,HOLD3,1.025,4.878,0.248,3566.7,145.28,4.33,0,77025.47
114,KAC,CARGO,HOLD3,1.025,5.278,0.272,3913.4,145.28,4.55,0,77025.47
115,KAC,CARGO,HOLD3,1.025,5.678,0.296,4260.1,145.27,4.77,0,77025.47
116,KAC,CARGO,HOLD3,1.025,6.078,0.32,4606.79,145.27,4.98,0,77025.47
117,KAC,CARGO,HOLD3,1.025,6.478,0.344,4953.49,145.27,5.19,0,77025.47
118,KAC,CARGO,HOLD3,1.025,6.878,0.368,5300.19,145.27,5.4,0,77025.47
119,KAC,CARGO,HOLD3,1.025,7.278,0.393,5646.89,145.27,5.61,0,77025.47
120,KAC,CARGO,HOLD3,1.025,7.778,0.423,6080.26,145.27,5.87,0,77025.47
121,KAC,CARGO,HOLD3,1.025,8.178,0.447,6426.95,145.27,6.08,0,77025.47
122,KAC,CARGO,HOLD3,1.025,8.578,0.471,6773.65,145.27,6.28,0,77025.47
123,KAC,CARGO,HOLD3,1.025,8.978,0.495,7120.35,145.27,6.49,0,77025.47
124,KAC,CARGO,HOLD3,1.025,9.378,0.519,7467.05,145.27,6.69,0,77025.47
125,KAC,CARGO,HOLD3,1.025,9.778,0.543,7813.74,145.27,6.9,0,77025.47
126,KAC,CARGO,HOLD3,1.025,10.178,0.567,8160.44,145.27,7.1,0,77025.47
127,KAC,CARGO,HOLD3,1.025,10.578,0.591,8507.14,145.27,7.31,0,77025.47
128,KAC,CARGO,HOLD3,1.025,10.978,0.615,8853.83,145.27,7.51,0,77025.47
129,KAC,CARGO,HOLD3,1.025,11.378,0.64,9200.53,145.27,7.71,0,77025.47
130,KAC,CARGO,HOLD3,1.025,11.778,0.664,9547.23,145.27,7.91,0,77025.47
131,KAC,CARGO,HOLD3,1.025,12.178,0.688,9893.93,145.27,8.12,0,77025.47
132,KAC,CARGO,HOLD3,1.025,12.578,0.712,10240.62,145.27,8.32,0,77025.47
133,KAC,CARGO,HOLD3,1.025,12.978,0.736,10587.32,145.27,8.52,0,77025.47
134,KAC,CARGO,HOLD3,1.025,13.378,0.76,10931.68,145.27,8.72,0,71595.12
135,KAC,CARGO,HOLD3,1.025,13.878,0.788,11343.04,145.26,8.96,0,60420.88
136,KAC,CARGO,HOLD3,1.025,14.278,0.81,11655.42,145.26,9.15,0,52369.3
137,KAC,CARGO,HOLD3,1.025,14.678,0.831,11952.95,145.26,9.32,0,45067.2
138,KAC,CARGO,HOLD3,1.025,15.078,0.85,12235.62,145.26,9.49,0,38477.78
139,KAC,CARGO,HOLD3,1.025,15.478,0.869,12503.44,145.26,9.65,0,32564.76
140,KAC,CARGO,HOLD3,1.025,15.878,0.887,12756.41,145.25,9.8,0,27291.24
141,KAC,CARGO,HOLD3,1.025,16.278,0.903,12991.26,145.25,9.95,0,21835.99
142,KAC,CARGO,HOLD3,1.025,16.678,0.918,13206.15,145.25,10.08,0,17869.44
143,KAC,CARGO,HOLD3,1.025,17.078,0.932,13406.69,145.25,10.21,0,14414.99
144,KAC,CARGO,HOLD3,1.025,17.478,0.945,13592.88,145.25,10.33,0,11437.05
145,KAC,CARGO,HOLD3,1.025,17.878,0.957,13764.71,145.25,10.44,0,8900.49
146,KAC,CARGO,HOLD3,1.025,18.278,0.968,13922.97,145.25,10.55,0,7430.12
147,KAC,CARGO,HOLD3,1.025,18.678,0.979,14078.01,145.25,10.66,0,7430.12
148,KAC,CARGO,HOLD3,1.025,19.078,0.988,14218.13,145.25,10.75,0,4959.36
149,KAC,CARGO,HOLD3,1.025,19.478,0.995,14321.74,145.25,10.83,0,4959.36
150,KAC,CARGO,HOLD3,1.025,19.728,1,14386.49,145.24,10.88,0,4959.36
151,KAC,CARGO,HOLD4,1.025,0,0,0,119.77,1.72,0,0
152,KAC,CARGO,HOLD4,1.025,0.38,0.014,183.1,119.77,1.91,0,25534.9
153,KAC,CARGO,HOLD4,1.025,0.78,0.03,385.56,119.77,2.12,0,28402.75
154,KAC,CARGO,HOLD4,1.025,1.18,0.047,597.48,119.77,2.32,0,31838.96
155,KAC,CARGO,HOLD4,1.025,1.58,0.065,819.41,119.77,2.53,0,35214.08
156,KAC,CARGO,HOLD4,1.025,2.08,0.087,1110.66,119.77,2.8,0,40089.19
157,KAC,CARGO,HOLD4,1.025,2.48,0.107,1355.23,119.77,3.02,0,44071.21
158,KAC,CARGO,HOLD4,1.025,2.88,0.127,1609.97,119.77,3.24,0,48807.94
159,KAC,CARGO,HOLD4,1.025,3.28,0.148,1875.71,119.77,3.46,0,53397.99
160,KAC,CARGO,HOLD4,1.025,3.68,0.169,2151.89,119.77,3.68,0,58269.3
161,KAC,CARGO,HOLD4,1.025,4.08,0.192,2439.25,119.77,3.91,0,63805.23
162,KAC,CARGO,HOLD4,1.025,4.48,0.216,2743.11,119.77,4.14,0,68881.74
163,KAC,CARGO,HOLD4,1.025,4.88,0.24,3052.53,119.77,4.37,0,68881.74
164,KAC,CARGO,HOLD4,1.025,5.28,0.265,3361.94,119.77,4.59,0,68881.74
165,KAC,CARGO,HOLD4,1.025,5.68,0.289,3671.36,119.77,4.81,0,68881.74
166,KAC,CARGO,HOLD4,1.025,6.08,0.313,3980.77,119.78,5.03,0,68881.74
167,KAC,CARGO,HOLD4,1.025,6.48,0.338,4290.19,119.78,5.24,0,68881.74
168,KAC,CARGO,HOLD4,1.025,6.88,0.362,4599.61,119.78,5.46,0,68881.74
169,KAC,CARGO,HOLD4,1.025,7.28,0.387,4909.02,119.78,5.67,0,68881.74
170,KAC,CARGO,HOLD4,1.025,7.68,0.411,5218.44,119.78,5.88,0,68881.74
171,KAC,CARGO,HOLD4,1.025,8.18,0.441,5605.21,119.78,6.14,0,68881.74
172,KAC,CARGO,HOLD4,1.025,8.58,0.466,5914.62,119.78,6.34,0,68881.74
173,KAC,CARGO,HOLD4,1.025,8.98,0.49,6224.03,119.78,6.55,0,68881.74
174,KAC,CARGO,HOLD4,1.025,9.38,0.515,6533.45,119.78,6.76,0,68881.74
175,KAC,CARGO,HOLD4,1.025,9.78,0.539,6842.87,119.78,6.96,0,68881.74
176,KAC,CARGO,HOLD4,1.025,10.18,0.563,7152.28,119.78,7.17,0,68881.74
177,KAC,CARGO,HOLD4,1.025,10.58,0.588,7461.7,119.78,7.37,0,68881.74
178,KAC,CARGO,HOLD4,1.025,10.98,0.612,7771.11,119.78,7.58,0,68881.74
179,KAC,CARGO,HOLD4,1.025,11.38,0.636,8080.52,119.78,7.78,0,68881.74
180,KAC,CARGO,HOLD4,1.025,11.78,0.661,8389.94,119.78,7.98,0,68881.74
181,KAC,CARGO,HOLD4,1.025,12.18,0.685,8699.36,119.78,8.19,0,68881.74
182,KAC,CARGO,HOLD4,1.025,12.58,0.709,9008.77,119.78,8.39,0,68881.74
183,KAC,CARGO,HOLD4,1.025,12.98,0.734,9318.19,119.78,8.59,0,68881.74
184,KAC,CARGO,HOLD4,1.025,13.38,0.758,9625.51,119.78,8.79,0,64026.63
185,KAC,CARGO,HOLD4,1.025,13.88,0.787,9992.6,119.78,9.03,0,54036.46
186,KAC,CARGO,HOLD4,1.025,14.28,0.809,10271.33,119.78,9.22,0,46838.09
187,KAC,CARGO,HOLD4,1.025,14.68,0.83,10536.79,119.78,9.39,0,40309.66
188,KAC,CARGO,HOLD4,1.025,15.08,0.85,10788.97,119.78,9.56,0,34418.48
189,KAC,CARGO,HOLD4,1.025,15.48,0.868,11027.86,119.77,9.72,0,29131.94
190,KAC,CARGO,HOLD4,1.025,15.88,0.886,11253.48,119.77,9.88,0,24417.24
191,KAC,CARGO,HOLD4,1.025,16.28,0.903,11462.21,119.77,10.02,0,19290.6
192,KAC,CARGO,HOLD4,1.025,16.68,0.918,11652.05,119.77,10.15,0,15786.44
193,KAC,CARGO,HOLD4,1.025,17.08,0.932,11829.22,119.77,10.28,0,12734.6
194,KAC,CARGO,HOLD4,1.025,17.48,0.945,11993.7,119.77,10.4,0,10103.84
195,KAC,CARGO,HOLD4,1.025,17.88,0.956,12145.5,119.77,10.51,0,7862.88
196,KAC,CARGO,HOLD4,1.025,18.28,0.967,12285.31,119.77,10.62,0,6564
197,KAC,CARGO,HOLD4,1.025,18.68,0.978,12422.27,119.77,10.72,0,6564
198,KAC,CARGO,HOLD4,1.025,19.08,0.988,12546.56,119.77,10.82,0,4463.47
199,KAC,CARGO,HOLD4,1.025,19.48,0.995,12639.81,119.76,10.9,0,4463.47
200,KAC,CARGO,HOLD4,1.025,19.73,1,12698.08,119.76,10.95,0,4463.47
201,KAC,CARGO,HOLD5,1.025,0,0,0,94.26,1.72,0,27830.19
202,KAC,CARGO,HOLD5,1.025,0.378,0.015,221.67,94.27,1.91,0,30836.82
203,KAC,CARGO,HOLD5,1.025,0.778,0.032,466.34,94.27,2.12,0,34274.98
204,KAC,CARGO,HOLD5,1.025,1.178,0.05,721.14,94.27,2.32,0,37986.91
205,KAC,CARGO,HOLD5,1.025,1.578,0.069,986.21,94.27,2.53,0,41978.67
206,KAC,CARGO,HOLD5,1.025,2.078,0.093,1332.2,94.27,2.8,0,47271.26
207,KAC,CARGO,HOLD5,1.025,2.478,0.113,1620.93,94.27,3.01,0,51930.29
208,KAC,CARGO,HOLD5,1.025,2.878,0.134,1920.42,94.27,3.23,0,56943.77
209,KAC,CARGO,HOLD5,1.025,3.278,0.155,2229.99,94.27,3.45,0,61803.2
210,KAC,CARGO,HOLD5,1.025,3.678,0.178,2547.97,94.27,3.67,0,66822.62
211,KAC,CARGO,HOLD5,1.025,4.078,0.2,2874.23,94.27,3.89,0,72106.6
212,KAC,CARGO,HOLD5,1.025,4.478,0.224,3216.85,94.27,4.11,0,77348.76
213,KAC,CARGO,HOLD5,1.025,4.878,0.248,3563.33,94.28,4.33,0,77348.76
214,KAC,CARGO,HOLD5,1.025,5.278,0.272,3909.81,94.28,4.55,0,77348.76
215,KAC,CARGO,HOLD5,1.025,5.678,0.297,4256.3,94.28,4.77,0,77348.76
216,KAC,CARGO,HOLD5,1.025,6.078,0.321,4602.78,94.29,4.98,0,77348.76
217,KAC,CARGO,HOLD5,1.025,6.478,0.345,4949.26,94.29,5.19,0,77348.76
218,KAC,CARGO,HOLD5,1.025,6.878,0.369,5295.75,94.29,5.4,0,77348.76
219,KAC,CARGO,HOLD5,1.025,7.278,0.393,5642.23,94.29,5.61,0,77348.76
220,KAC,CARGO,HOLD5,1.025,7.778,0.423,6075.33,94.3,5.87,0,77348.76
221,KAC,CARGO,HOLD5,1.025,8.178,0.447,6421.82,94.3,6.08,0,77348.76
222,KAC,CARGO,HOLD5,1.025,8.578,0.472,6768.3,94.3,6.28,0,77348.76
223,KAC,CARGO,HOLD5,1.025,8.978,0.496,7114.79,94.3,6.49,0,77348.76
224,KAC,CARGO,HOLD5,1.025,9.378,0.52,7461.27,94.3,6.69,0,77348.76
225,KAC,CARGO,HOLD5,1.025,9.778,0.544,7807.75,94.3,6.9,0,77348.76
226,KAC,CARGO,HOLD5,1.025,10.178,0.568,8154.24,94.3,7.1,0,77348.76
227,KAC,CARGO,HOLD5,1.025,10.578,0.592,8500.72,94.3,7.31,0,77348.76
228,KAC,CARGO,HOLD5,1.025,10.978,0.616,8847.2,94.31,7.51,0,77348.76
229,KAC,CARGO,HOLD5,1.025,11.378,0.641,9193.68,94.31,7.71,0,77348.76
230,KAC,CARGO,HOLD5,1.025,11.778,0.665,9540.17,94.31,7.91,0,77348.76
231,KAC,CARGO,HOLD5,1.025,12.178,0.689,9886.65,94.31,8.12,0,77348.76
232,KAC,CARGO,HOLD5,1.025,12.578,0.713,10233.13,94.31,8.32,0,77348.76
233,KAC,CARGO,HOLD5,1.025,12.978,0.737,10579.62,94.31,8.52,0,77348.76
234,KAC,CARGO,HOLD5,1.025,13.378,0.761,10923.77,94.31,8.72,0,71902.73
235,KAC,CARGO,HOLD5,1.025,13.878,0.79,11334.77,94.31,8.96,0,60666.68
236,KAC,CARGO,HOLD5,1.025,14.278,0.811,11646.76,94.31,9.15,0,52570.41
237,KAC,CARGO,HOLD5,1.025,14.678,0.832,11943.83,94.31,9.32,0,45227.82
238,KAC,CARGO,HOLD5,1.025,15.078,0.852,12225.97,94.3,9.49,0,38601.81
239,KAC,CARGO,HOLD5,1.025,15.478,0.87,12493.17,94.3,9.65,0,32655.89
240,KAC,CARGO,HOLD5,1.025,15.878,0.888,12745.44,94.3,9.8,0,27352.95
241,KAC,CARGO,HOLD5,1.025,16.278,0.904,12979.64,94.3,9.95,0,21753.68
242,KAC,CARGO,HOLD5,1.025,16.678,0.919,13193.35,94.3,10.08,0,17741.11
243,KAC,CARGO,HOLD5,1.025,17.078,0.933,13391.81,94.3,10.21,0,14235.82
244,KAC,CARGO,HOLD5,1.025,17.478,0.946,13575.16,94.3,10.33,0,11235.03
245,KAC,CARGO,HOLD5,1.025,17.878,0.958,13743.55,94.3,10.44,0,8697.33
246,KAC,CARGO,HOLD5,1.025,18.278,0.968,13897.86,94.31,10.54,0,7227.17
247,KAC,CARGO,HOLD5,1.025,18.678,0.979,14048.16,94.31,10.65,0,7184.12
248,KAC,CARGO,HOLD5,1.025,19.078,0.988,14184.41,94.31,10.74,0,4959.36
249,KAC,CARGO,HOLD5,1.025,19.478,0.995,14288.02,94.31,10.81,0,4959.36
250,KAC,CARGO,HOLD5,1.025,19.728,1,14352.77,94.31,10.86,0,4959.36
251,KAC,CARGO,HOLD6,1.025,0,0,0,67.01,1.72,0,0
252,KAC,CARGO,HOLD6,1.025,0.38,0.015,214.66,67.02,1.91,0,29837.14
253,KAC,CARGO,HOLD6,1.025,0.78,0.032,451.32,67.03,2.12,0,33177.3
254,KAC,CARGO,HOLD6,1.025,1.18,0.049,698.48,67.05,2.32,0,36977.8
255,KAC,CARGO,HOLD6,1.025,1.58,0.067,956.39,67.07,2.53,0,40882.13
256,KAC,CARGO,HOLD6,1.025,2.08,0.091,1294.09,67.09,2.8,0,46287.16
257,KAC,CARGO,HOLD6,1.025,2.48,0.111,1576.69,67.11,3.01,0,50869.01
258,KAC,CARGO,HOLD6,1.025,2.88,0.131,1870.65,67.13,3.23,0,56057.86
259,KAC,CARGO,HOLD6,1.025,3.28,0.153,2175.84,67.15,3.45,0,61084.57
260,KAC,CARGO,HOLD6,1.025,3.68,0.175,2491.33,67.17,3.67,0,66722.38
261,KAC,CARGO,HOLD6,1.025,4.08,0.198,2817.26,67.2,3.9,0,72127
262,KAC,CARGO,HOLD6,1.025,4.48,0.222,3160.45,67.23,4.13,0,76891.91
263,KAC,CARGO,HOLD6,1.025,4.88,0.246,3505.78,67.26,4.35,0,76896.83
264,KAC,CARGO,HOLD6,1.025,5.28,0.27,3851.11,67.27,4.57,0,76897.76
265,KAC,CARGO,HOLD6,1.025,5.68,0.294,4196.44,67.29,4.79,0,76897.76
266,KAC,CARGO,HOLD6,1.025,6.08,0.318,4541.76,67.3,5,0,76897.76
267,KAC,CARGO,HOLD6,1.025,6.48,0.343,4887.09,67.31,5.21,0,76897.76
268,KAC,CARGO,HOLD6,1.025,6.88,0.367,5232.42,67.32,5.42,0,76897.76
269,KAC,CARGO,HOLD6,1.025,7.28,0.391,5577.75,67.33,5.63,0,76897.76
270,KAC,CARGO,HOLD6,1.025,7.68,0.415,5923.08,67.34,5.84,0,76897.76
271,KAC,CARGO,HOLD6,1.025,8.18,0.446,6354.74,67.35,6.1,0,76897.76
272,KAC,CARGO,HOLD6,1.025,8.58,0.47,6700.07,67.35,6.3,0,76897.76
273,KAC,CARGO,HOLD6,1.025,8.98,0.494,7045.4,67.36,6.51,0,76897.76
274,KAC,CARGO,HOLD6,1.025,9.38,0.518,7390.73,67.36,6.72,0,76897.76
275,KAC,CARGO,HOLD6,1.025,9.78,0.542,7736.06,67.37,6.92,0,76897.76
276,KAC,CARGO,HOLD6,1.025,10.18,0.567,8081.38,67.37,7.12,0,76897.76
277,KAC,CARGO,HOLD6,1.025,10.58,0.591,8426.71,67.38,7.33,0,76897.76
278,KAC,CARGO,HOLD6,1.025,10.98,0.615,8772.04,67.38,7.53,0,76897.76
279,KAC,CARGO,HOLD6,1.025,11.38,0.639,9117.37,67.38,7.73,0,76897.76
280,KAC,CARGO,HOLD6,1.025,11.78,0.663,9462.7,67.39,7.94,0,76897.76
281,KAC,CARGO,HOLD6,1.025,12.18,0.688,9808.03,67.39,8.14,0,76897.76
282,KAC,CARGO,HOLD6,1.025,12.58,0.712,10153.36,67.39,8.34,0,76897.76
283,KAC,CARGO,HOLD6,1.025,12.98,0.736,10498.68,67.39,8.55,0,76897.76
284,KAC,CARGO,HOLD6,1.025,13.38,0.76,10841.73,67.4,8.75,0,71522.86
285,KAC,CARGO,HOLD6,1.025,13.88,0.789,11250.58,67.4,8.99,0,59597.4
286,KAC,CARGO,HOLD6,1.025,14.28,0.81,11560.75,67.4,9.17,0,52071.33
