ID,VSLCODE,TANKCATEGORY,TANKNAME,SG,SOUNDING,VOLUMEINPERCENTAGE,VOLUMEINCUBE,LCGLPP,VCGBL,TCG,FSM
1683,KAC,MISC,WASTE OIL TK. C,1,1.547,0.739,17.46,10.63,0.84,0,20.3
1684,KAC,MISC,WASTE OIL TK. C,1,1.603,0.765,18.06,10.65,0.86,0,20.7
1685,KAC,MISC,WASTE OIL TK. C,1,1.658,0.79,18.67,10.67,0.89,0,21.1
1686,KAC,MISC,WASTE OIL TK. C,1,1.713,0.816,19.27,10.68,0.91,0,21.5
1687,KAC,MISC,WASTE OIL TK. C,1,1.768,0.842,19.89,10.69,0.94,0,21.8
1688,KAC,MISC,WASTE OIL TK. C,1,1.824,0.868,20.5,10.71,0.96,0,22.1
1689,KAC,MISC,WASTE OIL TK. C,1,1.879,0.894,21.12,10.72,0.99,0,22.4
1690,KAC,MISC,WASTE OIL TK. C,1,1.934,0.92,21.74,10.73,1.02,0,22.7
1691,KAC,MISC,WASTE OIL TK. C,1,1.989,0.947,22.37,10.74,1.04,0,22.9
1692,KAC,MISC,WASTE OIL TK. C,1,2.045,0.973,22.99,10.75,1.07,0,23.1
1693,KAC,MISC,WASTE OIL TK. C,1,2.072,0.987,23.31,10.76,1.08,0,23.2
1694,KAC,MISC,WASTE OIL TK. C,1,2.1,1,23.62,10.76,1.1,0,23.3
1695,KAC,MISC,GRAY WATER TK. P,1,0,0,0,24.91,4.86,9.68,0
1696,KAC,MISC,GRAY WATER TK. P,1,0.316,0,0,25.78,4.73,10.16,0
1697,KAC,MISC,GRAY WATER TK. P,1,0.633,0,0.02,25.69,5.39,10.57,0
1698,KAC,MISC,GRAY WATER TK. P,1,0.949,0.001,0.18,24.99,5.66,10.42,0.3
1699,KAC,MISC,GRAY WATER TK. P,1,1.265,0.002,0.67,24.64,5.9,10.46,0.7
1700,KAC,MISC,GRAY WATER TK. P,1,1.582,0.006,1.67,24.38,6.14,10.53,1.6
1701,KAC,MISC,GRAY WATER TK. P,1,1.898,0.011,3.26,24.15,6.37,10.61,3.1
1702,KAC,MISC,GRAY WATER TK. P,1,2.215,0.018,5.58,23.91,6.6,10.69,5.5
1703,KAC,MISC,GRAY WATER TK. P,1,2.531,0.029,8.81,23.66,6.84,10.78,9.3
1704,KAC,MISC,GRAY WATER TK. P,1,2.847,0.044,13.2,23.37,7.08,10.87,15.2
1705,KAC,MISC,GRAY WATER TK. P,1,3.164,0.063,19.11,23.02,7.32,10.96,24.1
1706,KAC,MISC,GRAY WATER TK. P,1,3.48,0.09,27.04,22.58,7.58,11.06,37.3
1707,KAC,MISC,GRAY WATER TK. P,1,3.796,0.124,37.37,22.08,7.83,11.15,54
1708,KAC,MISC,GRAY WATER TK. P,1,4.113,0.166,50.12,21.56,8.08,11.24,72.2
1709,KAC,MISC,GRAY WATER TK. P,1,4.429,0.215,64.93,21.1,8.32,11.33,55.8
1710,KAC,MISC,GRAY WATER TK. P,1,4.745,0.256,77.28,20.76,8.5,11.48,62
1711,KAC,MISC,GRAY WATER TK. P,1,5.062,0.298,90,20.45,8.68,11.61,67.7
1712,KAC,MISC,GRAY WATER TK. P,1,5.378,0.34,102.71,20.2,8.86,11.74,65.1
1713,KAC,MISC,GRAY WATER TK. P,1,5.695,0.381,114.8,20,9.02,11.86,51
1714,KAC,MISC,GRAY WATER TK. P,1,6.011,0.417,125.9,19.85,9.17,11.99,37.6
1715,KAC,MISC,GRAY WATER TK. P,1,6.327,0.451,135.92,19.75,9.3,12.1,26.4
1716,KAC,MISC,GRAY WATER TK. P,1,6.644,0.48,144.74,19.67,9.43,12.21,17.5
1717,KAC,MISC,GRAY WATER TK. P,1,6.96,0.505,152.32,19.63,9.54,12.31,10.9
1718,KAC,MISC,GRAY WATER TK. P,1,7.276,0.526,158.74,19.6,9.64,12.39,8
1719,KAC,MISC,GRAY WATER TK. P,1,7.593,0.547,164.99,19.58,9.74,12.48,7.8
1720,KAC,MISC,GRAY WATER TK. P,1,7.909,0.568,171.22,19.55,9.84,12.56,7.5
1721,KAC,MISC,GRAY WATER TK. P,1,8.225,0.588,177.41,19.53,9.95,12.63,7.1
1722,KAC,MISC,GRAY WATER TK. P,1,8.542,0.608,183.52,19.5,10.06,12.71,6.7
1723,KAC,MISC,GRAY WATER TK. P,1,8.858,0.628,189.53,19.47,10.17,12.78,6.3
1724,KAC,MISC,GRAY WATER TK. P,1,9.175,0.648,195.42,19.45,10.28,12.84,5.8
1725,KAC,MISC,GRAY WATER TK. P,1,9.491,0.667,201.16,19.42,10.39,12.91,5.3
1726,KAC,MISC,GRAY WATER TK. P,1,9.807,0.685,206.72,19.39,10.51,12.97,4.8
1727,KAC,MISC,GRAY WATER TK. P,1,10.124,0.704,212.23,19.36,10.62,13.03,4.8
1728,KAC,MISC,GRAY WATER TK. P,1,10.44,0.722,217.75,19.34,10.73,13.08,4.8
1729,KAC,MISC,GRAY WATER TK. P,1,10.756,0.74,223.28,19.31,10.85,13.13,4.8
1730,KAC,MISC,GRAY WATER TK. P,1,11.073,0.758,228.8,19.29,10.97,13.18,4.8
1731,KAC,MISC,GRAY WATER TK. P,1,11.389,0.777,234.32,19.27,11.09,13.23,4.8
1732,KAC,MISC,GRAY WATER TK. P,1,11.705,0.795,239.85,19.24,11.21,13.28,4.8
1733,KAC,MISC,GRAY WATER TK. P,1,12.022,0.813,245.37,19.22,11.34,13.32,4.8
1734,KAC,MISC,GRAY WATER TK. P,1,12.338,0.832,250.9,19.2,11.46,13.36,4.8
1735,KAC,MISC,GRAY WATER TK. P,1,12.655,0.85,256.42,19.18,11.59,13.4,4.8
1736,KAC,MISC,GRAY WATER TK. P,1,12.971,0.868,261.95,19.17,11.72,13.44,4.8
1737,KAC,MISC,GRAY WATER TK. P,1,13.287,0.887,267.47,19.15,11.85,13.47,4.8
1738,KAC,MISC,GRAY WATER TK. P,1,13.604,0.905,273,19.13,11.98,13.51,4.8
1739,KAC,MISC,GRAY WATER TK. P,1,13.92,0.923,278.52,19.11,12.11,13.54,4.8
1740,KAC,MISC,GRAY WATER TK. P,1,14.236,0.942,284.04,19.1,12.24,13.57,4.8
1741,KAC,MISC,GRAY WATER TK. P,1,14.553,0.96,289.57,19.08,12.38,13.61,4.8
1742,KAC,MISC,GRAY WATER TK. P,1,14.869,0.978,295.09,19.07,12.51,13.64,4.8
1743,KAC,MISC,GRAY WATER TK. P,1,15.185,0.997,300.61,19.06,12.65,13.66,4.8
1744,KAC,MISC,GRAY WATER TK. P,1,15.344,1,301.66,19.05,12.67,13.67,0
1745,KAC,MISC,COOL W. TK.,1,0,0,0,7.7,0,0,0
1746,KAC,MISC,COOL W. TK.,1,0.21,0.008,0.13,7.72,0.11,0,0
1747,KAC,MISC,COOL W. TK.,1,0.421,0.02,0.34,7.71,0.24,0,0.1
1748,KAC,MISC,COOL W. TK.,1,0.631,0.036,0.62,7.68,0.37,0,0.2
1749,KAC,MISC,COOL W. TK.,1,0.842,0.057,0.97,7.66,0.5,0,0.3
1750,KAC,MISC,COOL W. TK.,1,1.052,0.081,1.38,7.63,0.64,0,0.4
1751,KAC,MISC,COOL W. TK.,1,1.262,0.109,1.85,7.61,0.77,0,0.5
1752,KAC,MISC,COOL W. TK.,1,1.473,0.137,2.33,7.58,0.89,0.01,0.3
1753,KAC,MISC,COOL W. TK.,1,1.683,0.162,2.77,7.54,1,0.04,0.4
1754,KAC,MISC,COOL W. TK.,1,1.894,0.191,3.25,7.5,1.12,0.06,0.5
1755,KAC,MISC,COOL W. TK.,1,2.104,0.223,3.81,7.46,1.25,0.08,1.1
1756,KAC,MISC,COOL W. TK.,1,2.314,0.27,4.6,7.44,1.41,0.06,1.3
1757,KAC,MISC,COOL W. TK.,1,2.525,0.32,5.45,7.42,1.57,0.05,1.5
1758,KAC,MISC,COOL W. TK.,1,2.735,0.372,6.35,7.4,1.72,0.05,1.7
1759,KAC,MISC,COOL W. TK.,1,2.945,0.428,7.29,7.38,1.86,0.04,1.8
1760,KAC,MISC,COOL W. TK.,1,3.156,0.469,7.99,7.39,1.97,0.04,1.7
1761,KAC,MISC,COOL W. TK.,1,3.366,0.499,8.5,7.4,2.05,0.03,1.5
1762,KAC,MISC,COOL W. TK.,1,3.577,0.522,8.9,7.42,2.11,0.03,1.4
1763,KAC,MISC,COOL W. TK.,1,3.787,0.548,9.34,7.43,2.18,0.03,1.3
1764,KAC,MISC,COOL W. TK.,1,3.997,0.579,9.88,7.44,2.28,0.03,1.3
1765,KAC,MISC,COOL W. TK.,1,4.208,0.626,10.68,7.42,2.41,0.03,1
1766,KAC,MISC,COOL W. TK.,1,4.418,0.669,11.4,7.41,2.53,0.03,0.7
1767,KAC,MISC,COOL W. TK.,1,4.629,0.703,11.99,7.41,2.63,0.02,0.5
1768,KAC,MISC,COOL W. TK.,1,4.839,0.731,12.47,7.42,2.71,0.02,0.3
1769,KAC,MISC,COOL W. TK.,1,5.049,0.754,12.85,7.42,2.78,0.02,0.2
1770,KAC,MISC,COOL W. TK.,1,5.26,0.772,13.16,7.43,2.83,0.02,0.2
1771,KAC,MISC,COOL W. TK.,1,5.47,0.787,13.42,7.43,2.88,0.02,0.1
1772,KAC,MISC,COOL W. TK.,1,5.681,0.801,13.65,7.44,2.93,0.02,0.1
1773,KAC,MISC,COOL W. TK.,1,5.891,0.812,13.85,7.45,2.97,0.02,0.1
1774,KAC,MISC,COOL W. TK.,1,6.101,0.823,14.04,7.45,3.01,0.02,0.1
1775,KAC,MISC,COOL W. TK.,1,6.312,0.834,14.22,7.46,3.05,0.02,0.1
1776,KAC,MISC,COOL W. TK.,1,6.522,0.845,14.41,7.46,3.09,0.02,0.1
1777,KAC,MISC,COOL W. TK.,1,6.732,0.856,14.6,7.47,3.14,0.02,0.1
1778,KAC,MISC,COOL W. TK.,1,6.943,0.869,14.81,7.47,3.2,0.02,0.1
1779,KAC,MISC,COOL W. TK.,1,7.153,0.884,15.07,7.48,3.26,0.02,0.2
1780,KAC,MISC,COOL W. TK.,1,7.364,0.902,15.38,7.48,3.34,0.02,0.3
1781,KAC,MISC,COOL W. TK.,1,7.574,0.924,15.76,7.49,3.44,0.02,0.5
1782,KAC,MISC,COOL W. TK.,1,7.784,0.951,16.21,7.49,3.56,0.02,0.8
1783,KAC,MISC,COOL W. TK.,1,7.995,0.982,16.74,7.49,3.7,0.02,1.4
1784,KAC,MISC,COOL W. TK.,1,8.1,1,17.05,7.49,3.78,0.02,1.8
1785,KAC,WC,DEAD WEIGHT CONSTANT,1,0,0,245,26.49,13.83,0,0
1786,KAC,WC,PROV. & CONSUM.,1,0,0,10,16.25,22,0,0
