Tank name ,Mapping Tank name
NO.1 W.B.T.(P),NO.1 W.B.T.(S)
NO.1 W.B.T.(S),NO.1 W.B.T.(P)
NO.2 W.B.T.(P),NO.2 W.B.T.(S)
NO.2 W.B.T.(S),NO.2 W.B.T.(P)
NO.3 W.B.T.(P),NO.3 W.B.T.(S)
NO.3 W.B.T.(S),NO.3 W.B.T.(P)
NO.4 W.B.T.(P),NO.4 W.B.T.(S)
NO.4 W.B.T.(S),NO.4 W.B.T.(P)
NO.5 W.B.T.(P),NO.5 W.B.T.(S)
NO.5 W.B.T.(S),NO.5 W.B.T.(P)
