Vessel,LBP,HBottom,FirsthatchDistfromAft,LasthatchDistfromAft,UDDraftMDegree,UDDraftMConst,MaxDisplacement,draft_tolerance
WUI,321,28.55,281.58,61.3,2,"0.16499566101311652,6.827321926930049e-05,-1.8873083335242086e-11",344028,-0.02
