0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,29.88,41805.74895,-29606.27635,920648.302,-828740.3782,0,151.553,3.105,53093.2031,-41805.74895,1550058.712,-1501241.209,0
78,68.31,46002.99515,-39501.1862,2355831.916,-2009529.685,0,171.76,3.519,65008.28285,-60055.9246,3882040.856,-3640208.867,0
120,106.74,47503.4126,-82807.3526,2786186.945,-2093278.476,0,202.07,4.14,63145.01935,-98448.95935,4905933.569,-4358134.1,0
159,142.43,66008.56115,-53799.2819,2488162.851,-2093278.476,0,202.07,4.14,82611.2196,-70166.58075,4607919.282,-4358134.1,0
201,180.85,37804.63575,-41903.81545,1616459.539,-1354347.398,0,171.76,3.519,60144.18445,-62556.62035,2927128.119,-2754737.018,0
240,216.54,17298.9306,-37000.49045,330376.2319,-113796.3666,0,151.553,3.105,26134.72225,-45169.4299,689348.6551,-497344.2548,0
