Trim,DRAFT,DISPL,TPC,LCB,LCF,MTC,TKM,VCB,LKM,DISP_NAKED
-2,1.53,10895.55,76.94,141.78,127.18,819.18,91.43,0.84,1870.36,10755.98
-2,1.54,10972.49,76.97,141.67,127.16,820.59,90.93,0.84,1860.35,10832.78
-2,1.55,11049.47,77,141.57,127.14,821.99,90.44,0.85,1850.42,10909.6
-2,1.56,11126.47,77.04,141.47,127.13,823.38,89.94,0.85,1840.56,10986.46
-2,1.57,11203.51,77.07,141.37,127.11,824.77,89.45,0.86,1830.78,11063.35
-2,1.58,11280.57,77.1,141.27,127.09,826.14,88.97,0.86,1821.07,11140.27
-2,1.59,11357.67,77.13,141.18,127.07,827.51,88.49,0.87,1811.43,11217.22
-2,1.6,11434.8,77.16,141.08,127.05,828.87,88.01,0.87,1801.86,11294.21
-2,1.61,11511.95,77.19,140.98,127.03,830.23,87.53,0.88,1792.37,11371.22
-2,1.62,11589.14,77.22,140.89,127.01,831.57,87.06,0.88,1782.95,11448.26
-2,1.63,11666.36,77.25,140.8,126.99,832.91,86.59,0.89,1773.6,11525.33
-2,1.64,11743.6,77.27,140.71,126.98,834.24,86.13,0.89,1764.32,11602.43
-2,1.65,11820.88,77.3,140.61,126.96,835.56,85.67,0.89,1755.11,11679.56
-2,1.66,11898.18,77.33,140.52,126.94,836.87,85.21,0.9,1745.98,11756.71
-2,1.67,11975.51,77.36,140.44,126.92,838.18,84.76,0.9,1736.91,11833.9
-2,1.68,12052.87,77.39,140.35,126.9,839.47,84.31,0.91,1727.92,11911.12
-2,1.69,12130.26,77.42,140.26,126.89,840.77,83.86,0.91,1719,11988.36
-2,1.7,12207.68,77.44,140.18,126.87,842.05,83.42,0.92,1710.15,12065.63
-2,1.71,12285.12,77.47,140.09,126.85,843.32,82.98,0.92,1701.36,12142.93
-2,1.72,12362.6,77.5,140.01,126.83,844.59,82.54,0.93,1692.65,12220.26
-2,1.73,12440.1,77.53,139.92,126.81,845.85,82.11,0.93,1684.01,12297.61
-2,1.74,12517.62,77.55,139.84,126.8,847.1,81.68,0.94,1675.43,12374.99
-2,1.75,12595.18,77.58,139.76,126.78,848.34,81.25,0.94,1666.93,12452.4
-2,1.76,12672.76,77.61,139.68,126.76,849.58,80.83,0.95,1658.49,12529.84
-2,1.77,12750.37,77.63,139.6,126.74,850.81,80.41,0.95,1650.13,12607.3
-2,1.78,12828,77.66,139.52,126.73,852.03,80,0.96,1641.83,12684.79
-2,1.79,12905.66,77.69,139.44,126.71,853.25,79.58,0.96,1633.6,12762.3
-2,1.8,12983.35,77.71,139.37,126.69,854.45,79.17,0.97,1625.44,12839.84
-2,1.81,13061.06,77.74,139.29,126.68,855.65,78.77,0.97,1617.35,12917.41
-2,1.82,13138.8,77.76,139.21,126.66,856.84,78.37,0.98,1609.32,12995
-2,1.83,13216.56,77.79,139.14,126.64,858.03,77.97,0.98,1601.37,13072.62
-2,1.84,13294.35,77.81,139.07,126.63,859.2,77.57,0.99,1593.48,13150.26
-2,1.85,13372.16,77.84,138.99,126.61,860.37,77.18,0.99,1585.65,13227.92
-2,1.86,13450,77.86,138.92,126.59,861.53,76.79,1,1577.9,13305.61
-2,1.87,13527.86,77.89,138.85,126.58,862.69,76.4,1,1570.21,13383.33
-2,1.88,13605.74,77.91,138.78,126.56,863.84,76.02,1.01,1562.59,13461.07
-2,1.89,13683.65,77.93,138.71,126.54,864.98,75.64,1.01,1555.03,13538.83
-2,1.9,13761.58,77.96,138.64,126.53,866.11,75.27,1.02,1547.54,13616.62
-2,1.91,13839.54,77.98,138.57,126.51,867.23,74.89,1.02,1540.11,13694.43
-2,1.92,13917.52,78,138.5,126.5,868.35,74.53,1.03,1532.76,13772.27
-2,1.93,13995.52,78.03,138.43,126.48,869.46,74.16,1.03,1525.46,13850.12
-2,1.94,14073.55,78.05,138.37,126.47,870.57,73.8,1.04,1518.23,13928
-2,1.95,14151.6,78.07,138.3,126.45,871.66,73.44,1.04,1511.07,14005.91
-2,1.96,14229.67,78.09,138.23,126.43,872.75,73.08,1.05,1503.97,14083.83
-2,1.97,14307.76,78.11,138.17,126.42,873.83,72.73,1.05,1496.94,14161.78
-2,1.98,14385.88,78.14,138.1,126.4,874.91,72.38,1.06,1489.97,14239.75
-2,1.99,14464.01,78.16,138.04,126.39,875.98,72.03,1.06,1483.07,14317.74
-2,2,14542.17,78.18,137.98,126.37,877.04,71.69,1.07,1476.22,14395.75
-2,2.01,14620.35,78.2,137.91,126.36,878.09,71.35,1.07,1469.45,14473.79
-2,2.02,14698.55,78.22,137.85,126.34,879.14,71.01,1.07,1462.73,14551.84
-2,2.03,14776.77,78.23,137.79,126.33,880.18,70.68,1.08,1456.08,14629.92
-2,2.04,14855.01,78.25,137.73,126.31,881.21,70.35,1.08,1449.5,14708.01
-2,2.05,14933.26,78.27,137.67,126.3,882.24,70.02,1.09,1442.97,14786.13
-2,2.06,15011.54,78.3,137.61,126.28,883.26,69.69,1.09,1436.51,14864.27
-2,2.07,15089.83,78.32,137.55,126.27,884.27,69.37,1.1,1430.1,14942.43
-2,2.08,15168.15,78.33,137.49,126.25,885.27,69.05,1.1,1423.76,15020.61
-2,2.09,15246.48,78.36,137.43,126.24,886.27,68.74,1.11,1417.48,15098.81
-2,2.1,15324.84,78.38,137.37,126.22,887.27,68.42,1.11,1411.26,15177.03
-2,2.11,15403.21,78.4,137.32,126.21,888.25,68.12,1.12,1405.09,15255.27
-2,2.12,15481.61,78.42,137.26,126.2,889.23,67.81,1.12,1398.99,15333.52
-2,2.13,15560.02,78.44,137.2,126.18,890.21,67.5,1.13,1392.94,15411.8
-2,2.14,15638.46,78.46,137.15,126.17,891.17,67.2,1.13,1386.94,15490.1
-2,2.15,15716.92,78.48,137.09,126.15,892.13,66.91,1.14,1381.01,15568.42
-2,2.16,15795.39,78.49,137.04,126.14,893.09,66.61,1.14,1375.13,15646.76
-2,2.17,15873.89,78.51,136.98,126.13,894.04,66.32,1.15,1369.3,15725.12
-2,2.18,15952.4,78.53,136.93,126.11,894.98,66.03,1.15,1363.53,15803.5
-2,2.19,16030.93,78.55,136.88,126.1,895.91,65.74,1.16,1357.81,15881.9
-2,2.2,16109.49,78.57,136.82,126.08,896.85,65.45,1.16,1352.14,15960.31
-2,2.21,16188.06,78.59,136.77,126.07,897.77,65.17,1.17,1346.53,16038.75
-2,2.22,16266.65,78.61,136.72,126.06,898.69,64.89,1.17,1340.96,16117.2
-2,2.23,16345.26,78.63,136.67,126.04,899.6,64.62,1.18,1335.45,16195.67
-2,2.24,16423.89,78.65,136.62,126.03,900.51,64.34,1.18,1329.99,16274.17
-2,2.25,16502.54,78.67,136.56,126.02,901.41,64.07,1.19,1324.58,16352.68
-2,2.26,16581.2,78.68,136.51,126,902.31,63.8,1.19,1319.21,16431.21
-2,2.27,16659.88,78.7,136.46,125.99,903.2,63.53,1.2,1313.9,16509.76
-2,2.28,16738.59,78.72,136.41,125.98,904.08,63.27,1.2,1308.63,16588.32
-2,2.29,16817.31,78.74,136.36,125.96,904.96,63.01,1.21,1303.41,16666.91
-2,2.3,16896.05,78.76,136.32,125.95,905.84,62.75,1.21,1298.23,16745.51
-2,2.31,16974.81,78.78,136.27,125.94,906.71,62.49,1.22,1293.11,16824.13
-2,2.32,17053.59,78.79,136.22,125.93,907.57,62.24,1.22,1288.02,16902.77
-2,2.33,17132.38,78.81,136.17,125.91,908.43,61.98,1.23,1282.98,16981.43
-2,2.34,17211.19,78.83,136.12,125.9,909.29,61.73,1.23,1277.99,17060.11
-2,2.35,17290.02,78.85,136.08,125.89,910.14,61.49,1.24,1273.04,17138.8
-2,2.36,17368.87,78.87,136.03,125.87,910.98,61.24,1.24,1268.13,17217.51
-2,2.37,17447.74,78.88,135.98,125.86,911.82,61,1.25,1263.26,17296.24
-2,2.38,17526.62,78.9,135.94,125.85,912.66,60.75,1.25,1258.43,17374.99
-2,2.39,17605.52,78.92,135.89,125.84,913.49,60.52,1.26,1253.64,17453.76
-2,2.4,17684.44,78.94,135.85,125.82,914.31,60.28,1.26,1248.9,17532.54
-2,2.41,17763.38,78.95,135.8,125.81,915.13,60.04,1.27,1244.19,17611.34
-2,2.42,17842.33,78.97,135.76,125.8,915.95,59.81,1.27,1239.52,17690.15
-2,2.43,17921.3,78.99,135.71,125.79,916.76,59.58,1.28,1234.89,17768.99
-2,2.44,18000.29,79,135.67,125.78,917.57,59.35,1.28,1230.3,17847.84
-2,2.45,18079.29,79.02,135.63,125.76,918.38,59.12,1.29,1225.74,17926.71
-2,2.46,18158.31,79.04,135.58,125.75,919.18,58.9,1.29,1221.22,18005.59
-2,2.47,18237.35,79.06,135.54,125.74,919.97,58.67,1.3,1216.74,18084.49
-2,2.48,18316.41,79.07,135.5,125.73,920.76,58.45,1.3,1212.29,18163.41
-2,2.49,18395.48,79.09,135.46,125.72,921.55,58.23,1.31,1207.87,18242.35
-2,2.5,18474.56,79.1,135.41,125.7,922.33,58.01,1.31,1203.49,18321.3
-2,2.51,18553.67,79.12,135.37,125.69,923.11,57.8,1.32,1199.14,18400.26
-2,2.52,18632.79,79.13,135.33,125.68,923.89,57.58,1.32,1194.82,18479.25
-2,2.53,18711.92,79.15,135.29,125.67,924.66,57.37,1.33,1190.54,18558.25
-2,2.54,18791.07,79.16,135.25,125.66,925.43,57.16,1.33,1186.28,18637.27
-2,2.55,18870.24,79.18,135.21,125.65,926.2,56.95,1.34,1182.06,18716.3
-2,2.56,18949.42,79.2,135.17,125.63,926.96,56.74,1.34,1177.86,18795.35
-2,2.57,19028.61,79.21,135.13,125.62,927.71,56.53,1.35,1173.7,18874.41
-2,2.58,19107.82,79.23,135.09,125.61,928.47,56.33,1.35,1169.57,18953.49
-2,2.59,19187.05,79.24,135.05,125.6,929.22,56.12,1.36,1165.46,19032.59
-2,2.6,19266.3,79.26,135.01,125.59,929.97,55.92,1.36,1161.39,19111.7
-2,2.61,19345.56,79.27,134.97,125.58,930.71,55.72,1.37,1157.34,19190.83
-2,2.62,19424.83,79.29,134.93,125.57,931.45,55.52,1.37,1153.33,19269.97
-2,2.63,19504.12,79.31,134.89,125.56,932.18,55.33,1.38,1149.34,19349.13
-2,2.64,19583.43,79.32,134.86,125.54,932.92,55.13,1.38,1145.38,19428.3
-2,2.65,19662.75,79.34,134.82,125.53,933.65,54.94,1.39,1141.45,19507.49
-2,2.66,19742.09,79.35,134.78,125.52,934.37,54.75,1.39,1137.55,19586.7
-2,2.67,19821.45,79.37,134.74,125.51,935.1,54.56,1.4,1133.67,19665.93
-2,2.68,19900.81,79.38,134.71,125.5,935.82,54.37,1.4,1129.83,19745.16
-2,2.69,19980.2,79.4,134.67,125.49,936.53,54.18,1.41,1126.01,19824.41
-2,2.7,20059.6,79.42,134.63,125.48,937.24,53.99,1.41,1122.21,19903.68
-2,2.71,20139.02,79.43,134.6,125.47,937.95,53.81,1.42,1118.45,19982.97
-2,2.72,20218.45,79.45,134.56,125.46,938.66,53.62,1.42,1114.71,20062.27
-2,2.73,20297.89,79.46,134.52,125.45,939.36,53.44,1.43,1110.99,20141.58
-2,2.74,20377.35,79.48,134.49,125.44,940.06,53.26,1.43,1107.3,20220.91
-2,2.75,20456.83,79.49,134.45,125.43,940.76,53.08,1.44,1103.64,20300.26
-2,2.76,20536.32,79.51,134.42,125.41,941.45,52.9,1.44,1100,20379.62
-2,2.77,20615.83,79.52,134.38,125.4,942.14,52.73,1.45,1096.39,20458.99
-2,2.78,20695.35,79.54,134.35,125.39,942.83,52.55,1.45,1092.8,20538.38
-2,2.79,20774.88,79.55,134.31,125.38,943.52,52.38,1.46,1089.24,20617.79
-2,2.8,20854.44,79.57,134.28,125.37,944.2,52.2,1.46,1085.7,20697.21
-2,2.81,20934,79.58,134.25,125.36,944.88,52.03,1.47,1082.19,20776.64
-2,2.82,21013.58,79.6,134.21,125.35,945.55,51.86,1.47,1078.7,20856.09
-2,2.83,21093.18,79.61,134.18,125.34,946.22,51.69,1.48,1075.23,20935.55
-2,2.84,21172.79,79.63,134.14,125.33,946.89,51.52,1.48,1071.78,21015.03
-2,2.85,21252.42,79.64,134.11,125.32,947.56,51.36,1.49,1068.36,21094.53
-2,2.86,21332.06,79.66,134.08,125.31,948.22,51.19,1.49,1064.96,21174.04
-2,2.87,21411.71,79.67,134.05,125.3,948.88,51.03,1.5,1061.59,21253.56
-2,2.88,21491.38,79.69,134.01,125.29,949.54,50.86,1.5,1058.24,21333.1
-2,2.89,21571.07,79.7,133.98,125.28,950.2,50.7,1.51,1054.9,21412.65
-2,2.9,21650.77,79.71,133.95,125.27,950.85,50.54,1.51,1051.59,21492.22
-2,2.91,21730.48,79.73,133.92,125.26,951.5,50.38,1.52,1048.31,21571.8
-2,2.92,21810.21,79.74,133.88,125.25,952.15,50.22,1.52,1045.04,21651.39
-2,2.93,21889.95,79.75,133.85,125.24,952.79,50.07,1.53,1041.79,21731.01
-2,2.94,21969.71,79.77,133.82,125.23,953.43,49.91,1.53,1038.57,21810.63
-2,2.95,22049.48,79.79,133.79,125.22,954.07,49.76,1.54,1035.36,21890.27
-2,2.96,22129.26,79.8,133.76,125.21,954.71,49.6,1.54,1032.18,21969.92
-2,2.97,22209.06,79.81,133.73,125.2,955.34,49.45,1.55,1029.01,22049.59
-2,2.98,22288.87,79.83,133.7,125.19,955.97,49.3,1.55,1025.87,22129.27
-2,2.99,22368.7,79.84,133.67,125.18,956.6,49.14,1.56,1022.74,22208.96
-2,3,22448.54,79.85,133.64,125.17,957.23,48.99,1.56,1019.64,22288.68
-2,3.01,22528.4,79.87,133.61,125.16,957.85,48.85,1.57,1016.55,22368.4
-2,3.02,22608.27,79.88,133.58,125.15,958.47,48.7,1.57,1013.48,22448.14
-2,3.03,22688.15,79.89,133.55,125.14,959.09,48.55,1.58,1010.43,22527.89
-2,3.04,22768.04,79.91,133.52,125.13,959.7,48.4,1.58,1007.4,22607.65
-2,3.05,22847.95,79.92,133.49,125.12,960.32,48.26,1.59,1004.39,22687.43
-2,3.06,22927.87,79.94,133.46,125.11,960.93,48.11,1.59,1001.39,22767.22
-2,3.07,23007.81,79.95,133.43,125.1,961.54,47.97,1.6,998.41,22847.03
-2,3.08,23087.76,79.96,133.4,125.09,962.14,47.83,1.6,995.45,22926.85
-2,3.09,23167.72,79.98,133.37,125.08,962.75,47.69,1.61,992.51,23006.69
-2,3.1,23247.7,79.99,133.34,125.07,963.35,47.55,1.62,989.58,23086.54
-2,3.11,23327.69,80.01,133.31,125.06,963.95,47.41,1.62,986.67,23166.4
-2,3.12,23407.7,80.02,133.29,125.05,964.55,47.27,1.63,983.78,23246.27
-2,3.13,23487.72,80.03,133.26,125.05,965.14,47.13,1.63,980.91,23326.16
-2,3.14,23567.75,80.05,133.23,125.04,965.73,46.99,1.64,978.05,23406.07
-2,3.15,23647.79,80.06,133.2,125.03,966.32,46.86,1.64,975.21,23485.98
-2,3.16,23727.86,80.07,133.17,125.02,966.91,46.72,1.65,972.39,23565.92
-2,3.17,23807.93,80.09,133.15,125.01,967.49,46.59,1.65,969.58,23645.86
-2,3.18,23888.02,80.1,133.12,125,968.08,46.45,1.66,966.79,23725.82
-2,3.19,23968.12,80.12,133.09,124.99,968.66,46.32,1.66,964.02,23805.79
-2,3.2,24048.23,80.13,133.06,124.98,969.23,46.19,1.67,961.26,23885.78
-2,3.21,24128.36,80.14,133.04,124.97,969.81,46.06,1.67,958.52,23965.77
-2,3.22,24208.5,80.16,133.01,124.96,970.38,45.93,1.68,955.79,24045.79
-2,3.23,24288.66,80.17,132.98,124.95,970.95,45.8,1.68,953.08,24125.81
-2,3.24,24368.83,80.18,132.96,124.94,971.52,45.67,1.69,950.39,24205.85
-2,3.25,24449.01,80.2,132.93,124.93,972.09,45.54,1.69,947.71,24285.91
-2,3.26,24529.21,80.21,132.9,124.92,972.65,45.42,1.7,945.05,24365.97
-2,3.27,24609.42,80.22,132.88,124.91,973.22,45.29,1.7,942.4,24446.05
-2,3.28,24689.64,80.24,132.85,124.91,973.78,45.16,1.71,939.77,24526.15
-2,3.29,24769.88,80.25,132.83,124.9,974.33,45.04,1.71,937.15,24606.25
-2,3.3,24850.13,80.26,132.8,124.89,974.89,44.92,1.72,934.55,24686.37
-2,3.31,24930.39,80.28,132.77,124.88,975.44,44.79,1.72,931.96,24766.51
-2,3.32,25010.67,80.29,132.75,124.87,975.99,44.67,1.73,929.39,24846.66
-2,3.33,25090.96,80.3,132.72,124.86,976.54,44.55,1.73,926.83,24926.82
-2,3.34,25171.26,80.32,132.7,124.85,977.09,44.43,1.74,924.29,25006.99
-2,3.35,25251.58,80.33,132.67,124.84,977.63,44.31,1.74,921.76,25087.18
-2,3.36,25331.91,80.35,132.65,124.83,978.17,44.19,1.75,919.24,25167.38
-2,3.37,25412.26,80.36,132.62,124.82,978.71,44.07,1.75,916.74,25247.6
-2,3.38,25492.61,80.37,132.6,124.82,979.25,43.95,1.76,914.26,25327.83
-2,3.39,25572.98,80.38,132.57,124.81,979.78,43.84,1.76,911.78,25408.07
-2,3.4,25653.37,80.4,132.55,124.8,980.32,43.72,1.77,909.33,25488.32
-2,3.41,25733.77,80.41,132.53,124.79,980.85,43.6,1.77,906.88,25568.59
-2,3.42,25814.18,80.42,132.5,124.78,981.38,43.49,1.78,904.45,25648.87
-2,3.43,25894.6,80.44,132.48,124.77,981.9,43.38,1.78,902.03,25729.17
-2,3.44,25975.04,80.45,132.45,124.76,982.43,43.26,1.79,899.63,25809.48
-2,3.45,26055.49,80.46,132.43,124.75,982.95,43.15,1.79,897.24,25889.8
-2,3.46,26135.96,80.48,132.41,124.75,983.47,43.04,1.8,894.86,25970.14
-2,3.47,26216.44,80.49,132.38,124.74,983.99,42.93,1.8,892.49,26050.48
-2,3.48,26296.93,80.5,132.36,124.73,984.51,42.82,1.81,890.14,26130.85
-2,3.49,26377.43,80.52,132.33,124.72,985.02,42.7,1.81,887.8,26211.22
-2,3.5,26457.95,80.53,132.31,124.71,985.53,42.6,1.82,885.47,26291.61
-2,3.51,26538.48,80.54,132.29,124.7,986.04,42.49,1.82,883.16,26372.01
-2,3.52,26619.02,80.56,132.26,124.69,986.55,42.38,1.83,880.86,26452.43
-2,3.53,26699.58,80.57,132.24,124.69,987.05,42.27,1.83,878.57,26532.85
-2,3.54,26780.15,80.58,132.22,124.68,987.56,42.16,1.84,876.29,26613.29
-2,3.55,26860.73,80.59,132.2,124.67,988.06,42.06,1.84,874.03,26693.75
-2,3.56,26941.32,80.61,132.17,124.66,988.56,41.95,1.85,871.77,26774.21
-2,3.57,27021.93,80.62,132.15,124.65,989.06,41.85,1.85,869.53,26854.69
-2,3.58,27102.55,80.63,132.13,124.64,989.55,41.74,1.86,867.3,26935.19
-2,3.59,27183.18,80.65,132.11,124.63,990.04,41.64,1.86,865.08,27015.69
-2,3.6,27263.83,80.66,132.08,124.63,990.54,41.54,1.87,862.87,27096.21
-2,3.61,27344.49,80.67,132.06,124.62,991.03,41.43,1.87,860.68,27176.74
-2,3.62,27425.16,80.68,132.04,124.61,991.51,41.33,1.88,858.5,27257.29
-2,3.63,27505.84,80.7,132.02,124.6,992,41.23,1.88,856.32,27337.84
-2,3.64,27586.54,80.71,132,124.59,992.48,41.13,1.89,854.16,27418.41
-2,3.65,27667.25,80.72,131.97,124.58,992.96,41.03,1.89,852.01,27498.99
-2,3.66,27747.97,80.73,131.95,124.58,993.44,40.93,1.9,849.87,27579.58
-2,3.67,27828.7,80.75,131.93,124.57,993.92,40.83,1.9,847.75,27660.19
-2,3.68,27909.45,80.76,131.91,124.56,994.4,40.73,1.91,845.63,27740.81
-2,3.69,27990.21,80.77,131.89,124.55,994.87,40.63,1.91,843.52,27821.44
-2,3.7,28070.97,80.78,131.87,124.54,995.35,40.54,1.92,841.43,27902.08
-2,3.71,28151.75,80.79,131.84,124.54,995.82,40.44,1.92,839.35,27982.73
-2,3.72,28232.55,80.8,131.82,124.53,996.29,40.34,1.93,837.27,28063.39
-2,3.73,28313.35,80.82,131.8,124.52,996.75,40.25,1.93,835.21,28144.07
-2,3.74,28394.17,80.83,131.78,124.51,997.22,40.15,1.94,833.16,28224.76
-2,3.75,28474.99,80.84,131.76,124.5,997.68,40.06,1.94,831.12,28305.46
-2,3.76,28555.83,80.85,131.74,124.5,998.14,39.96,1.95,829.08,28386.17
-2,3.77,28636.68,80.86,131.72,124.49,998.6,39.87,1.95,827.06,28466.89
-2,3.78,28717.54,80.87,131.7,124.48,999.06,39.77,1.96,825.05,28547.62
-2,3.79,28798.42,80.88,131.68,124.47,999.52,39.68,1.96,823.05,28628.37
-2,3.8,28879.3,80.9,131.66,124.46,999.98,39.59,1.97,821.06,28709.12
-2,3.81,28960.19,80.91,131.64,124.46,1000.43,39.5,1.97,819.08,28789.89
-2,3.82,29041.1,80.92,131.62,124.45,1000.88,39.41,1.98,817.11,28870.67
-2,3.83,29122.02,80.93,131.6,124.44,1001.33,39.32,1.98,815.15,28951.46
-2,3.84,29202.95,80.94,131.58,124.43,1001.78,39.23,1.99,813.19,29032.26
-2,3.85,29283.88,80.95,131.56,124.42,1002.23,39.14,1.99,811.25,29113.07
-2,3.86,29364.83,80.96,131.54,124.42,1002.67,39.05,2,809.32,29193.89
-2,3.87,29445.79,80.97,131.52,124.41,1003.12,38.96,2.01,807.4,29274.72
-2,3.88,29526.76,80.98,131.5,124.4,1003.56,38.87,2.01,805.48,29355.57
-2,3.89,29607.75,80.99,131.48,124.39,1004,38.78,2.02,803.58,29436.42
-2,3.9,29688.74,81,131.46,124.39,1004.44,38.7,2.02,801.68,29517.29
-2,3.91,29769.74,81.01,131.44,124.38,1004.88,38.61,2.03,799.8,29598.16
-2,3.92,29850.75,81.02,131.42,124.37,1005.32,38.52,2.03,797.92,29679.05
-2,3.93,29931.77,81.03,131.4,124.36,1005.75,38.44,2.04,796.05,29759.94
-2,3.94,30012.81,81.04,131.38,124.35,1006.18,38.35,2.04,794.19,29840.84
-2,3.95,30093.85,81.05,131.36,124.35,1006.62,38.27,2.05,792.34,29921.76
-2,3.96,30174.9,81.06,131.34,124.34,1007.05,38.18,2.05,790.5,30002.69
-2,3.97,30255.96,81.07,131.32,124.33,1007.48,38.1,2.06,788.66,30083.62
-2,3.98,30337.04,81.08,131.3,124.32,1007.91,38.01,2.06,786.84,30164.56
-2,3.99,30418.12,81.09,131.29,124.32,1008.33,37.93,2.07,785.02,30245.52
-2,4,30499.21,81.1,131.27,124.31,1008.76,37.85,2.07,783.22,30326.48
-2,4.01,30580.31,81.11,131.25,124.3,1009.18,37.77,2.08,781.42,30407.45
-2,4.02,30661.42,81.12,131.23,124.29,1009.6,37.68,2.08,779.62,30488.44
-2,4.03,30742.54,81.13,131.21,124.29,1010.03,37.6,2.09,777.84,30569.43
-2,4.04,30823.67,81.14,131.19,124.28,1010.45,37.52,2.09,776.07,30650.43
-2,4.05,30904.81,81.15,131.17,124.27,1010.87,37.44,2.1,774.3,30731.45
-2,4.06,30985.96,81.16,131.16,124.26,1011.28,37.36,2.1,772.54,30812.46
-2,4.07,31067.12,81.17,131.14,124.26,1011.7,37.28,2.11,770.79,30893.5
-2,4.08,31148.29,81.18,131.12,124.25,1012.11,37.2,2.11,769.04,30974.53
-2,4.09,31229.47,81.19,131.1,124.24,1012.53,37.12,2.12,767.31,31055.58
-2,4.1,31310.65,81.2,131.08,124.23,1012.94,37.04,2.12,765.58,31136.64
-2,4.11,31391.85,81.21,131.07,124.23,1013.35,36.96,2.13,763.86,31217.71
-2,4.12,31473.05,81.22,131.05,124.22,1013.76,36.89,2.13,762.15,31298.78
-2,4.13,31554.27,81.23,131.03,124.21,1014.17,36.81,2.14,760.44,31379.87
-2,4.14,31635.49,81.23,131.01,124.2,1014.58,36.73,2.14,758.75,31460.96
-2,4.15,31716.72,81.24,130.99,124.2,1014.99,36.66,2.15,757.06,31542.07
-2,4.16,31797.96,81.25,130.98,124.19,1015.39,36.58,2.15,755.38,31623.18
-2,4.17,31879.22,81.26,130.96,124.18,1015.79,36.5,2.16,753.7,31704.31
-2,4.18,31960.47,81.27,130.94,124.17,1016.2,36.43,2.16,752.04,31785.44
-2,4.19,32041.75,81.28,130.92,124.17,1016.6,36.35,2.17,750.38,31866.58
-2,4.2,32123.02,81.29,130.91,124.16,1017,36.28,2.17,748.73,31947.73
-2,4.21,32204.31,81.3,130.89,124.15,1017.4,36.2,2.18,747.08,32028.89
-2,4.22,32285.61,81.31,130.87,124.14,1017.8,36.13,2.18,745.44,32110.06
-2,4.23,32366.92,81.32,130.86,124.14,1018.19,36.05,2.19,743.81,32191.24
-2,4.24,32448.23,81.33,130.84,124.13,1018.59,35.98,2.19,742.19,32272.42
-2,4.25,32529.56,81.34,130.82,124.12,1018.98,35.91,2.2,740.58,32353.62
-2,4.26,32610.89,81.35,130.81,124.11,1019.38,35.84,2.2,738.97,32434.83
-2,4.27,32692.24,81.35,130.79,124.11,1019.77,35.76,2.21,737.37,32516.04
-2,4.28,32773.59,81.37,130.77,124.1,1020.16,35.69,2.21,735.78,32597.27
-2,4.29,32854.95,81.37,130.76,124.09,1020.55,35.62,2.22,734.19,32678.5
-2,4.3,32936.32,81.38,130.74,124.09,1020.94,35.55,2.22,732.61,32759.75
-2,4.31,33017.7,81.39,130.72,124.08,1021.33,35.48,2.23,731.04,32841
-2,4.32,33099.09,81.4,130.71,124.07,1021.71,35.41,2.23,729.47,32922.26
-2,4.33,33180.49,81.41,130.69,124.06,1022.1,35.34,2.24,727.92,33003.53
-2,4.34,33261.9,81.42,130.67,124.06,1022.48,35.27,2.24,726.36,33084.81
-2,4.35,33343.32,81.43,130.66,124.05,1022.86,35.2,2.25,724.82,33166.09
-2,4.36,33424.74,81.44,130.64,124.04,1023.25,35.13,2.25,723.28,33247.39
-2,4.37,33506.18,81.44,130.62,124.04,1023.63,35.06,2.26,721.75,33328.7
-2,4.38,33587.62,81.46,130.61,124.03,1024.01,34.99,2.26,720.23,33410.02
-2,4.39,33669.07,81.46,130.59,124.02,1024.38,34.92,2.27,718.71,33491.34
-2,4.4,33750.54,81.47,130.58,124.01,1024.76,34.86,2.27,717.2,33572.67
-2,4.41,33832.01,81.48,130.56,124.01,1025.14,34.79,2.28,715.7,33654.02
-2,4.42,33913.49,81.49,130.54,124,1025.51,34.72,2.28,714.2,33735.37
-2,4.43,33994.98,81.5,130.53,123.99,1025.89,34.65,2.29,712.71,33816.73
-2,4.44,34076.48,81.51,130.51,123.99,1026.26,34.59,2.29,711.22,33898.1
-2,4.45,34157.98,81.52,130.5,123.98,1026.63,34.52,2.3,709.75,33979.48
-2,4.46,34239.5,81.53,130.48,123.97,1027,34.46,2.3,708.27,34060.87
-2,4.47,34321.03,81.54,130.47,123.96,1027.37,34.39,2.31,706.81,34142.27
-2,4.48,34402.56,81.55,130.45,123.96,1027.74,34.33,2.32,705.35,34223.67
-2,4.49,34484.11,81.55,130.44,123.95,1028.11,34.26,2.32,703.9,34305.09
-2,4.5,34565.66,81.56,130.42,123.94,1028.48,34.2,2.33,702.45,34386.51
-2,4.51,34647.22,81.57,130.4,123.94,1028.84,34.13,2.33,701.01,34467.94
-2,4.52,34728.79,81.58,130.39,123.93,1029.21,34.07,2.34,699.58,34549.39
-2,4.53,34810.37,81.59,130.37,123.92,1029.57,34,2.34,698.15,34630.84
-2,4.54,34891.96,81.6,130.36,123.92,1029.93,33.94,2.35,696.73,34712.3
-2,4.55,34973.56,81.61,130.34,123.91,1030.29,33.88,2.35,695.32,34793.77
-2,4.56,35055.16,81.62,130.33,123.9,1030.66,33.82,2.36,693.91,34875.25
-2,4.57,35136.78,81.63,130.31,123.89,1031.01,33.75,2.36,692.51,34956.73
-2,4.58,35218.41,81.64,130.3,123.89,1031.37,33.69,2.37,691.11,35038.23
