Trim,DRAFT,DISPL,TPC,LCB,LCF,MTC,TKM,VCB,LKM,DISP_NAKED
1,3.78,28739.78,80.75,120.87,123.08,1049.65,40.24,1.94,838.48,28568.06
1,3.79,28820.52,80.76,120.88,123.07,1050,40.15,1.94,836.44,28648.68
1,3.8,28901.29,80.77,120.88,123.07,1050.36,40.06,1.95,834.4,28729.31
1,3.81,28982.06,80.78,120.89,123.06,1050.71,39.96,1.95,832.38,28809.95
1,3.82,29062.84,80.79,120.9,123.06,1051.06,39.87,1.96,830.37,28890.61
1,3.83,29143.64,80.81,120.9,123.06,1051.41,39.78,1.96,828.37,28971.27
1,3.84,29224.44,80.82,120.91,123.05,1051.76,39.69,1.97,826.38,29051.95
1,3.85,29305.26,80.83,120.91,123.05,1052.11,39.6,1.97,824.39,29132.64
1,3.86,29386.09,80.84,120.92,123.05,1052.45,39.51,1.98,822.42,29213.34
1,3.87,29466.94,80.85,120.93,123.04,1052.8,39.42,1.98,820.46,29294.06
1,3.88,29547.79,80.87,120.93,123.04,1053.14,39.33,1.99,818.51,29374.78
1,3.89,29628.66,80.88,120.94,123.03,1053.49,39.24,1.99,816.56,29455.52
1,3.9,29709.54,80.89,120.94,123.03,1053.83,39.15,2,814.63,29536.27
1,3.91,29790.42,80.9,120.95,123.03,1054.18,39.06,2,812.7,29617.03
1,3.92,29871.32,80.91,120.95,123.02,1054.52,38.97,2.01,810.79,29697.8
1,3.93,29952.24,80.92,120.96,123.02,1054.86,38.89,2.01,808.88,29778.58
1,3.94,30033.16,80.94,120.96,123.01,1055.2,38.8,2.02,806.98,29859.37
1,3.95,30114.1,80.95,120.97,123.01,1055.54,38.71,2.02,805.1,29940.18
1,3.96,30195.04,80.96,120.98,123.01,1055.88,38.63,2.03,803.22,30021
1,3.97,30276,80.97,120.98,123,1056.22,38.54,2.03,801.35,30101.83
1,3.98,30356.97,80.98,120.99,123,1056.56,38.46,2.04,799.49,30182.67
1,3.99,30437.96,80.99,120.99,122.99,1056.89,38.37,2.05,797.64,30263.52
1,4,30518.95,81.01,121,122.99,1057.23,38.29,2.05,795.79,30344.39
1,4.01,30599.96,81.02,121,122.99,1057.56,38.21,2.06,793.96,30425.26
1,4.02,30680.97,81.03,121.01,122.98,1057.9,38.12,2.06,792.13,30506.15
1,4.03,30762,81.04,121.01,122.98,1058.23,38.04,2.07,790.31,30587.05
1,4.04,30843.04,81.05,121.02,122.97,1058.57,37.96,2.07,788.51,30667.96
1,4.05,30924.09,81.07,121.02,122.97,1058.9,37.88,2.08,786.7,30748.88
1,4.06,31005.15,81.08,121.03,122.97,1059.23,37.8,2.08,784.91,30829.82
1,4.07,31086.23,81.09,121.03,122.96,1059.56,37.72,2.09,783.13,30910.76
1,4.08,31167.31,81.1,121.04,122.96,1059.89,37.63,2.09,781.35,30991.72
1,4.09,31248.41,81.11,121.04,122.95,1060.22,37.55,2.1,779.59,31072.69
1,4.1,31329.52,81.12,121.05,122.95,1060.55,37.47,2.1,777.83,31153.67
1,4.11,31410.64,81.13,121.05,122.95,1060.88,37.4,2.11,776.08,31234.66
1,4.12,31491.77,81.14,121.06,122.94,1061.2,37.32,2.11,774.33,31315.66
1,4.13,31572.91,81.15,121.06,122.94,1061.53,37.24,2.12,772.6,31396.67
1,4.14,31654.06,81.17,121.07,122.93,1061.86,37.16,2.12,770.87,31477.7
1,4.15,31735.23,81.18,121.07,122.93,1062.18,37.08,2.13,769.15,31558.73
1,4.16,31816.4,81.19,121.08,122.92,1062.51,37,2.13,767.44,31639.78
1,4.17,31897.59,81.2,121.08,122.92,1062.83,36.93,2.14,765.74,31720.84
1,4.18,31978.79,81.21,121.09,122.92,1063.15,36.85,2.14,764.05,31801.91
1,4.19,32060,81.22,121.09,122.91,1063.48,36.77,2.15,762.36,31882.99
1,4.2,32141.22,81.23,121.09,122.91,1063.8,36.7,2.15,760.68,31964.08
1,4.21,32222.45,81.24,121.1,122.9,1064.12,36.62,2.16,759.01,32045.19
1,4.22,32303.69,81.26,121.1,122.9,1064.44,36.55,2.16,757.35,32126.29
1,4.23,32384.95,81.27,121.11,122.9,1064.76,36.47,2.17,755.69,32207.42
1,4.24,32466.21,81.28,121.11,122.89,1065.08,36.4,2.17,754.04,32288.56
1,4.25,32547.49,81.29,121.12,122.89,1065.4,36.32,2.18,752.4,32369.71
1,4.26,32628.78,81.3,121.12,122.88,1065.71,36.25,2.18,750.77,32450.86
1,4.27,32710.07,81.31,121.13,122.88,1066.03,36.18,2.19,749.14,32532.03
1,4.28,32791.38,81.32,121.13,122.87,1066.35,36.11,2.19,747.53,32613.21
1,4.29,32872.7,81.33,121.13,122.87,1066.67,36.03,2.2,745.92,32694.4
1,4.3,32954.03,81.34,121.14,122.87,1066.98,35.96,2.2,744.31,32775.6
1,4.31,33035.37,81.35,121.14,122.86,1067.3,35.89,2.21,742.72,32856.81
1,4.32,33116.72,81.36,121.15,122.86,1067.61,35.82,2.21,741.13,32938.03
1,4.33,33198.08,81.37,121.15,122.85,1067.93,35.75,2.22,739.55,33019.27
1,4.34,33279.45,81.38,121.15,122.85,1068.24,35.68,2.22,737.98,33100.51
1,4.35,33360.83,81.4,121.16,122.85,1068.55,35.61,2.23,736.41,33181.76
1,4.36,33442.23,81.4,121.16,122.84,1068.86,35.54,2.23,734.85,33263.03
1,4.37,33523.63,81.42,121.17,122.84,1069.18,35.47,2.24,733.3,33344.3
1,4.38,33605.04,81.43,121.17,122.83,1069.49,35.4,2.25,731.75,33425.58
1,4.39,33686.47,81.44,121.17,122.83,1069.8,35.33,2.25,730.22,33506.88
1,4.4,33767.9,81.45,121.18,122.82,1070.11,35.26,2.26,728.69,33588.18
1,4.41,33849.35,81.46,121.18,122.82,1070.42,35.19,2.26,727.16,33669.5
1,4.42,33930.8,81.47,121.19,122.82,1070.73,35.12,2.27,725.65,33750.83
1,4.43,34012.27,81.48,121.19,122.81,1071.04,35.05,2.27,724.14,33832.16
1,4.44,34093.75,81.49,121.19,122.81,1071.35,34.99,2.28,722.63,33913.51
1,4.45,34175.23,81.5,121.2,122.8,1071.65,34.92,2.28,721.14,33994.87
1,4.46,34256.73,81.51,121.2,122.8,1071.96,34.85,2.29,719.65,34076.23
1,4.47,34338.23,81.52,121.2,122.79,1072.27,34.79,2.29,718.17,34157.61
1,4.48,34419.75,81.53,121.21,122.79,1072.58,34.72,2.3,716.69,34239
1,4.49,34501.28,81.54,121.21,122.78,1072.88,34.66,2.3,715.22,34320.4
1,4.5,34582.82,81.55,121.22,122.78,1073.19,34.59,2.31,713.76,34401.81
1,4.51,34664.36,81.56,121.22,122.78,1073.49,34.53,2.31,712.3,34483.23
1,4.52,34745.92,81.57,121.22,122.77,1073.8,34.46,2.32,710.85,34564.66
1,4.53,34827.49,81.58,121.23,122.77,1074.1,34.4,2.32,709.41,34646.09
1,4.54,34909.06,81.59,121.23,122.76,1074.41,34.33,2.33,707.97,34727.54
1,4.55,34990.65,81.6,121.23,122.76,1074.71,34.27,2.33,706.54,34809
1,4.56,35072.24,81.61,121.24,122.75,1075.01,34.21,2.34,705.12,34890.46
1,4.57,35153.85,81.62,121.24,122.75,1075.32,34.14,2.34,703.7,34971.94
1,4.58,35235.46,81.63,121.24,122.74,1075.62,34.08,2.35,702.29,35053.43
1,4.59,35317.09,81.64,121.25,122.74,1075.92,34.02,2.35,700.89,35134.93
1,4.6,35398.73,81.65,121.25,122.74,1076.22,33.96,2.36,699.49,35216.43
1,4.61,35480.37,81.66,121.25,122.73,1076.52,33.89,2.36,698.1,35297.95
1,4.62,35562.03,81.67,121.26,122.73,1076.82,33.83,2.37,696.71,35379.47
1,4.63,35643.69,81.67,121.26,122.72,1077.13,33.77,2.37,695.33,35461.01
1,4.64,35725.36,81.69,121.26,122.72,1077.43,33.71,2.38,693.96,35542.55
1,4.65,35807.05,81.7,121.27,122.71,1077.73,33.65,2.38,692.59,35624.11
1,4.66,35888.74,81.7,121.27,122.71,1078.03,33.59,2.39,691.23,35705.68
1,4.67,35970.45,81.72,121.27,122.7,1078.32,33.53,2.39,689.87,35787.25
1,4.68,36052.16,81.72,121.27,122.7,1078.62,33.47,2.4,688.52,35868.83
1,4.69,36133.88,81.73,121.28,122.69,1078.92,33.41,2.4,687.18,35950.43
1,4.7,36215.61,81.74,121.28,122.69,1079.22,33.35,2.41,685.84,36032.03
1,4.71,36297.35,81.75,121.28,122.69,1079.52,33.29,2.41,684.51,36113.64
1,4.72,36379.1,81.76,121.29,122.68,1079.82,33.23,2.42,683.18,36195.26
1,4.73,36460.86,81.77,121.29,122.68,1080.11,33.17,2.42,681.86,36276.89
1,4.74,36542.62,81.78,121.29,122.67,1080.41,33.12,2.43,680.55,36358.53
1,4.75,36624.4,81.79,121.3,122.67,1080.71,33.06,2.43,679.24,36440.18
1,4.76,36706.19,81.8,121.3,122.66,1081.01,33,2.44,677.94,36521.84
1,4.77,36787.99,81.8,121.3,122.66,1081.3,32.94,2.45,676.64,36603.5
1,4.78,36869.79,81.82,121.3,122.65,1081.6,32.89,2.45,675.35,36685.18
1,4.79,36951.61,81.82,121.31,122.65,1081.89,32.83,2.46,674.06,36766.86
1,4.8,37033.43,81.83,121.31,122.64,1082.19,32.77,2.46,672.78,36848.56
1,4.81,37115.26,81.84,121.31,122.64,1082.49,32.72,2.47,671.5,36930.26
1,4.82,37197.11,81.85,121.32,122.63,1082.78,32.66,2.47,670.23,37011.98
1,4.83,37278.95,81.86,121.32,122.63,1083.08,32.6,2.48,668.96,37093.7
1,4.84,37360.81,81.87,121.32,122.62,1083.37,32.55,2.48,667.7,37175.43
1,4.85,37442.68,81.88,121.32,122.62,1083.67,32.49,2.49,666.45,37257.16
1,4.86,37524.56,81.89,121.33,122.61,1083.96,32.44,2.49,665.2,37338.91
1,4.87,37606.44,81.9,121.33,122.61,1084.26,32.38,2.5,663.95,37420.67
1,4.88,37688.34,81.91,121.33,122.6,1084.55,32.33,2.5,662.72,37502.44
1,4.89,37770.24,81.91,121.33,122.6,1084.84,32.27,2.51,661.48,37584.21
1,4.9,37852.15,81.92,121.34,122.6,1085.14,32.22,2.51,660.25,37665.99
1,4.91,37934.07,81.93,121.34,122.59,1085.43,32.17,2.52,659.03,37747.78
1,4.92,38016,81.94,121.34,122.59,1085.73,32.11,2.52,657.81,37829.59
1,4.93,38097.94,81.95,121.34,122.58,1086.02,32.06,2.53,656.59,37911.39
1,4.94,38179.89,81.96,121.35,122.58,1086.31,32.01,2.53,655.38,37993.21
1,4.95,38261.84,81.97,121.35,122.57,1086.61,31.95,2.54,654.18,38075.04
1,4.96,38343.81,81.97,121.35,122.57,1086.9,31.9,2.54,652.98,38156.87
1,4.97,38425.78,81.98,121.35,122.56,1087.19,31.85,2.55,651.79,38238.71
1,4.98,38507.76,81.99,121.36,122.56,1087.48,31.8,2.55,650.6,38320.57
1,4.99,38589.75,82,121.36,122.55,1087.78,31.74,2.56,649.41,38402.43
1,5,38671.75,82.01,121.36,122.55,1088.07,31.69,2.56,648.23,38484.3
1,5.01,38753.75,82.02,121.36,122.54,1088.36,31.64,2.57,647.05,38566.18
1,5.02,38835.77,82.03,121.37,122.54,1088.66,31.59,2.57,645.88,38648.06
1,5.03,38917.79,82.05,121.37,122.53,1088.95,31.54,2.58,644.71,38729.95
1,5.04,38999.83,82.06,121.37,122.52,1089.24,31.49,2.58,643.55,38811.85
1,5.05,39081.89,82.06,121.37,122.52,1089.53,31.44,2.59,642.39,38893.77
1,5.06,39163.95,82.07,121.38,122.51,1089.83,31.39,2.59,641.24,38975.68
1,5.07,39246.02,82.08,121.38,122.51,1090.12,31.34,2.6,640.09,39057.61
1,5.08,39328.09,82.09,121.38,122.5,1090.41,31.29,2.6,638.95,39139.54
1,5.09,39410.18,82.1,121.38,122.5,1090.7,31.24,2.61,637.81,39221.49
1,5.1,39492.28,82.1,121.38,122.49,1090.99,31.19,2.61,636.67,39303.44
1,5.11,39574.38,82.11,121.39,122.49,1091.29,31.14,2.62,635.54,39385.4
1,5.12,39656.49,82.12,121.39,122.48,1091.58,31.09,2.62,634.41,39467.36
1,5.13,39738.61,82.13,121.39,122.48,1091.87,31.04,2.63,633.29,39549.34
1,5.14,39820.73,82.14,121.39,122.47,1092.16,30.99,2.63,632.17,39631.33
1,5.15,39902.87,82.14,121.4,122.47,1092.46,30.94,2.64,631.06,39713.32
1,5.16,39985.01,82.15,121.4,122.46,1092.75,30.89,2.65,629.95,39795.32
1,5.17,40067.16,82.16,121.4,122.46,1093.04,30.84,2.65,628.84,39877.33
1,5.18,40149.33,82.17,121.4,122.45,1093.33,30.8,2.66,627.74,39959.35
1,5.19,40231.5,82.18,121.4,122.45,1093.62,30.75,2.66,626.64,40041.37
1,5.2,40313.67,82.18,121.41,122.44,1093.92,30.7,2.67,625.55,40123.41
1,5.21,40395.86,82.2,121.41,122.44,1094.21,30.65,2.67,624.46,40205.45
1,5.22,40478.05,82.2,121.41,122.43,1094.5,30.61,2.68,623.38,40287.5
1,5.23,40560.25,82.21,121.41,122.42,1094.79,30.56,2.68,622.3,40369.55
1,5.24,40642.46,82.22,121.41,122.42,1095.09,30.51,2.69,621.22,40451.62
1,5.25,40724.68,82.23,121.42,122.41,1095.38,30.46,2.69,620.15,40533.7
1,5.26,40806.91,82.23,121.42,122.41,1095.67,30.42,2.7,619.08,40615.79
1,5.27,40889.14,82.25,121.42,122.4,1095.96,30.37,2.7,618.02,40697.87
1,5.28,40971.38,82.25,121.42,122.4,1096.26,30.33,2.71,616.96,40779.98
1,5.29,41053.63,82.26,121.42,122.39,1096.55,30.28,2.71,615.91,40862.08
1,5.3,41135.89,82.27,121.42,122.39,1096.84,30.23,2.72,614.86,40944.2
1,5.31,41218.16,82.28,121.43,122.38,1097.14,30.19,2.72,613.81,41026.32
1,5.32,41300.44,82.29,121.43,122.37,1097.43,30.14,2.73,612.77,41108.46
1,5.33,41382.72,82.29,121.43,122.37,1097.72,30.1,2.73,611.73,41190.6
1,5.34,41465.01,82.3,121.43,122.36,1098.02,30.05,2.74,610.69,41272.75
1,5.35,41547.31,82.31,121.43,122.36,1098.31,30.01,2.74,609.66,41354.9
1,5.36,41629.62,82.32,121.44,122.35,1098.6,29.96,2.75,608.64,41437.07
1,5.37,41711.93,82.33,121.44,122.35,1098.9,29.92,2.75,607.61,41519.24
1,5.38,41794.26,82.33,121.44,122.34,1099.19,29.88,2.76,606.59,41601.43
1,5.39,41876.59,82.34,121.44,122.33,1099.49,29.83,2.76,605.58,41683.61
1,5.4,41958.93,82.35,121.44,122.33,1099.78,29.79,2.77,604.57,41765.81
1,5.41,42041.28,82.36,121.44,122.32,1100.08,29.74,2.77,603.56,41848.02
1,5.42,42123.64,82.37,121.45,122.32,1100.37,29.7,2.78,602.56,41930.23
1,5.43,42206,82.38,121.45,122.31,1100.67,29.66,2.78,601.56,42012.46
1,5.44,42288.38,82.38,121.45,122.31,1100.96,29.61,2.79,600.56,42094.69
1,5.45,42370.76,82.39,121.45,122.3,1101.26,29.57,2.79,599.57,42176.93
1,5.46,42453.15,82.4,121.45,122.29,1101.55,29.53,2.8,598.59,42259.18
1,5.47,42535.55,82.4,121.45,122.29,1101.85,29.49,2.8,597.6,42341.43
1,5.48,42617.95,82.42,121.45,122.28,1102.14,29.44,2.81,596.62,42423.69
1,5.49,42700.37,82.43,121.46,122.28,1102.44,29.4,2.81,595.65,42505.96
1,5.5,42782.79,82.43,121.46,122.27,1102.74,29.36,2.82,594.67,42588.25
1,5.51,42865.23,82.44,121.46,122.26,1103.03,29.32,2.82,593.71,42670.54
1,5.52,42947.66,82.45,121.46,122.26,1103.33,29.28,2.83,592.74,42752.83
1,5.53,43030.11,82.46,121.46,122.25,1103.63,29.23,2.84,591.78,42835.14
1,5.54,43112.57,82.47,121.46,122.25,1103.92,29.19,2.84,590.82,42917.45
1,5.55,43195.03,82.47,121.46,122.24,1104.22,29.15,2.85,589.87,42999.77
1,5.56,43277.5,82.48,121.47,122.23,1104.52,29.11,2.85,588.92,43082.1
1,5.57,43359.98,82.49,121.47,122.23,1104.82,29.07,2.86,587.97,43164.44
1,5.58,43442.47,82.5,121.47,122.22,1105.12,29.03,2.86,587.03,43246.78
1,5.59,43524.96,82.51,121.47,122.21,1105.42,28.99,2.87,586.09,43329.13
1,5.6,43607.47,82.51,121.47,122.21,1105.71,28.95,2.87,585.16,43411.5
1,5.61,43689.98,82.52,121.47,122.2,1106.01,28.91,2.88,584.23,43493.87
1,5.62,43772.5,82.53,121.47,122.2,1106.31,28.87,2.88,583.3,43576.24
1,5.63,43855.03,82.54,121.47,122.19,1106.61,28.83,2.89,582.37,43658.63
1,5.64,43937.57,82.55,121.48,122.18,1106.91,28.79,2.89,581.45,43741.02
1,5.65,44020.11,82.56,121.48,122.18,1107.21,28.75,2.9,580.54,43823.43
1,5.66,44102.67,82.56,121.48,122.17,1107.52,28.71,2.9,579.62,43905.84
1,5.67,44185.23,82.57,121.48,122.16,1107.82,28.67,2.91,578.71,43988.26
1,5.68,44267.8,82.58,121.48,122.16,1108.12,28.63,2.91,577.8,44070.68
1,5.69,44350.37,82.59,121.48,122.15,1108.42,28.59,2.92,576.9,44153.12
1,5.7,44432.96,82.59,121.48,122.14,1108.72,28.55,2.92,576,44235.56
1,5.71,44515.55,82.6,121.48,122.14,1109.03,28.52,2.93,575.11,44318.01
1,5.72,44598.16,82.62,121.49,122.13,1109.33,28.48,2.93,574.21,44400.47
1,5.73,44680.77,82.62,121.49,122.13,1109.63,28.44,2.94,573.32,44482.94
1,5.74,44763.39,82.63,121.49,122.12,1109.94,28.4,2.94,572.44,44565.41
1,5.75,44846.02,82.64,121.49,122.11,1110.24,28.36,2.95,571.55,44647.9
1,5.76,44928.65,82.64,121.49,122.11,1110.54,28.32,2.95,570.67,44730.39
1,5.77,45011.29,82.65,121.49,122.1,1110.85,28.29,2.96,569.8,44812.89
1,5.78,45093.94,82.66,121.49,122.09,1111.16,28.25,2.96,568.93,44895.4
1,5.79,45176.6,82.67,121.49,122.09,1111.46,28.21,2.97,568.06,44977.91
1,5.8,45259.27,82.68,121.49,122.08,1111.77,28.17,2.97,567.19,45060.44
1,5.81,45341.94,82.69,121.49,122.07,1112.07,28.14,2.98,566.33,45142.97
1,5.82,45424.63,82.69,121.5,122.07,1112.38,28.1,2.98,565.47,45225.52
1,5.83,45507.32,82.7,121.5,122.06,1112.69,28.06,2.99,564.61,45308.06
1,5.84,45590.02,82.71,121.5,122.05,1113,28.03,2.99,563.76,45390.62
1,5.85,45672.72,82.72,121.5,122.05,1113.3,27.99,3,562.91,45473.18
1,5.86,45755.44,82.72,121.5,122.04,1113.61,27.95,3,562.06,45555.75
1,5.87,45838.16,82.74,121.5,122.03,1113.92,27.92,3.01,561.22,45638.33
1,5.88,45920.9,82.74,121.5,122.02,1114.23,27.88,3.01,560.38,45720.93
1,5.89,46003.63,82.75,121.5,122.02,1114.54,27.85,3.02,559.54,45803.52
1,5.9,46086.38,82.76,121.5,122.01,1114.85,27.81,3.02,558.71,45886.13
1,5.91,46169.14,82.77,121.5,122,1115.17,27.78,3.03,557.88,45968.74
1,5.92,46251.91,82.77,121.5,122,1115.48,27.74,3.04,557.05,46051.36
1,5.93,46334.67,82.78,121.5,121.99,1115.79,27.7,3.04,556.23,46133.99
1,5.94,46417.45,82.79,121.51,121.98,1116.1,27.67,3.05,555.41,46216.62
1,5.95,46500.24,82.8,121.51,121.98,1116.42,27.63,3.05,554.59,46299.27
1,5.96,46583.04,82.81,121.51,121.97,1116.73,27.6,3.06,553.77,46381.93
1,5.97,46665.84,82.81,121.51,121.96,1117.04,27.56,3.06,552.96,46464.59
1,5.98,46748.66,82.82,121.51,121.95,1117.36,27.53,3.07,552.15,46547.26
1,5.99,46831.48,82.83,121.51,121.95,1117.67,27.5,3.07,551.35,46629.93
1,6,46914.3,82.84,121.51,121.94,1117.99,27.46,3.08,550.55,46712.62
1,6.01,46997.14,82.85,121.51,121.93,1118.31,27.43,3.08,549.75,46795.32
1,6.02,47079.98,82.86,121.51,121.93,1118.62,27.39,3.09,548.95,46878.02
1,6.03,47162.84,82.88,121.51,121.92,1118.94,27.36,3.09,548.15,46960.73
1,6.04,47245.72,82.88,121.51,121.91,1119.26,27.33,3.1,547.36,47043.45
1,6.05,47328.61,82.89,121.51,121.9,1119.58,27.29,3.1,546.58,47126.18
1,6.06,47411.49,82.9,121.51,121.9,1119.9,27.26,3.11,545.79,47208.91
1,6.07,47494.39,82.91,121.51,121.89,1120.22,27.22,3.11,545.01,47291.65
1,6.08,47577.3,82.92,121.51,121.88,1120.54,27.19,3.12,544.23,47374.4
1,6.09,47660.22,82.92,121.51,121.87,1120.86,27.16,3.12,543.45,47457.16
1,6.1,47743.14,82.94,121.52,121.87,1121.18,27.12,3.13,542.68,47539.93
1,6.11,47826.08,82.94,121.52,121.86,1121.5,27.09,3.13,541.91,47622.7
1,6.12,47909.02,82.95,121.52,121.85,1121.83,27.06,3.14,541.14,47705.48
1,6.13,47991.97,82.96,121.52,121.84,1122.15,27.03,3.14,540.37,47788.28
1,6.14,48074.92,82.97,121.52,121.84,1122.47,26.99,3.15,539.61,47871.07
1,6.15,48157.89,82.97,121.52,121.83,1122.8,26.96,3.15,538.85,47953.88
1,6.16,48240.86,82.99,121.52,121.82,1123.12,26.93,3.16,538.1,48036.7
1,6.17,48323.85,82.99,121.52,121.81,1123.45,26.9,3.16,537.34,48119.52
1,6.18,48406.83,83,121.52,121.81,1123.78,26.86,3.17,536.59,48202.36
1,6.19,48489.83,83.01,121.52,121.8,1124.11,26.83,3.17,535.84,48285.2
1,6.2,48572.84,83.02,121.52,121.79,1124.43,26.8,3.18,535.1,48368.04
1,6.21,48655.85,83.02,121.52,121.78,1124.76,26.77,3.18,534.36,48450.9
1,6.22,48738.87,83.04,121.52,121.77,1125.09,26.74,3.19,533.62,48533.76
1,6.23,48821.91,83.04,121.52,121.77,1125.42,26.71,3.19,532.88,48616.64
1,6.24,48904.95,83.05,121.52,121.76,1125.75,26.68,3.2,532.15,48699.52
1,6.25,48988,83.06,121.52,121.75,1126.09,26.64,3.2,531.41,48782.41
1,6.26,49071.05,83.06,121.52,121.74,1126.42,26.61,3.21,530.69,48865.31
1,6.27,49154.11,83.08,121.52,121.73,1126.75,26.58,3.21,529.96,48948.21
1,6.28,49237.19,83.08,121.52,121.73,1127.09,26.55,3.22,529.24,49031.13
1,6.29,49320.27,83.09,121.52,121.72,1127.42,26.52,3.22,528.52,49114.05
1,6.3,49403.36,83.1,121.52,121.71,1127.76,26.49,3.23,527.8,49196.99
1,6.31,49486.46,83.11,121.52,121.7,1128.09,26.46,3.24,527.08,49279.93
1,6.32,49569.56,83.12,121.52,121.69,1128.43,26.43,3.24,526.37,49362.88
1,6.33,49652.68,83.12,121.52,121.69,1128.77,26.4,3.25,525.66,49445.83
1,6.34,49735.8,83.13,121.52,121.68,1129.11,26.37,3.25,524.96,49528.8
1,6.35,49818.93,83.14,121.52,121.67,1129.45,26.34,3.26,524.25,49611.77
1,6.36,49902.07,83.15,121.52,121.66,1129.79,26.31,3.26,523.55,49694.75
1,6.37,49985.22,83.16,121.52,121.65,1130.13,26.28,3.27,522.85,49777.74
1,6.38,50068.37,83.17,121.52,121.64,1130.47,26.25,3.27,522.16,49860.74
1,6.39,50151.54,83.18,121.52,121.64,1130.81,26.22,3.28,521.46,49943.75
1,6.4,50234.71,83.18,121.52,121.63,1131.16,26.19,3.28,520.77,50026.77
1,6.41,50317.89,83.19,121.52,121.62,1131.5,26.16,3.29,520.08,50109.79
1,6.42,50401.09,83.2,121.52,121.61,1131.85,26.13,3.29,519.4,50192.82
1,6.43,50484.29,83.21,121.52,121.6,1132.2,26.1,3.3,518.71,50275.86
1,6.44,50567.5,83.22,121.52,121.59,1132.54,26.07,3.3,518.03,50358.92
1,6.45,50650.71,83.23,121.52,121.58,1132.89,26.04,3.31,517.36,50441.97
1,6.46,50733.93,83.24,121.52,121.58,1133.24,26.02,3.31,516.68,50525.04
1,6.47,50817.16,83.25,121.52,121.57,1133.59,25.99,3.32,516.01,50608.11
1,6.48,50900.41,83.25,121.52,121.56,1133.94,25.96,3.32,515.34,50691.2
1,6.49,50983.66,83.26,121.52,121.55,1134.29,25.93,3.33,514.67,50774.29
1,6.5,51066.92,83.27,121.52,121.54,1134.65,25.9,3.33,514.01,50857.39
1,6.51,51150.19,83.28,121.52,121.53,1135,25.87,3.34,513.34,50940.5
1,6.52,51233.46,83.29,121.52,121.52,1135.35,25.85,3.34,512.68,51023.62
1,6.53,51316.75,83.29,121.52,121.51,1135.71,25.82,3.35,512.03,51106.75
1,6.54,51400.04,83.3,121.52,121.51,1136.07,25.79,3.35,511.37,51189.89
1,6.55,51483.34,83.32,121.52,121.5,1136.42,25.76,3.36,510.72,51273.03
1,6.56,51566.66,83.32,121.52,121.49,1136.78,25.73,3.36,510.07,51356.18
1,6.57,51649.98,83.33,121.52,121.48,1137.14,25.71,3.37,509.42,51439.35
1,6.58,51733.3,83.34,121.52,121.47,1137.5,25.68,3.37,508.78,51522.52
1,6.59,51816.64,83.35,121.52,121.46,1137.86,25.65,3.38,508.14,51605.7
1,6.6,51899.98,83.36,121.52,121.45,1138.23,25.62,3.38,507.5,51688.88
1,6.61,51983.34,83.37,121.52,121.44,1138.59,25.6,3.39,506.86,51772.08
1,6.62,52066.7,83.37,121.52,121.43,1138.96,25.57,3.39,506.22,51855.29
1,6.63,52150.07,83.38,121.52,121.42,1139.32,25.54,3.4,505.59,51938.5
1,6.64,52233.45,83.39,121.52,121.42,1139.69,25.52,3.4,504.96,52021.72
1,6.65,52316.84,83.4,121.52,121.41,1140.06,25.49,3.41,504.33,52104.95
1,6.66,52400.24,83.41,121.52,121.4,1140.42,25.46,3.41,503.71,52188.2
1,6.67,52483.65,83.42,121.52,121.39,1140.79,25.44,3.42,503.08,52271.45
1,6.68,52567.07,83.43,121.52,121.38,1141.16,25.41,3.43,502.46,52354.7
1,6.69,52650.49,83.43,121.52,121.37,1141.54,25.38,3.43,501.85,52437.97
1,6.7,52733.92,83.45,121.52,121.36,1141.91,25.36,3.44,501.23,52521.24
1,6.71,52817.37,83.45,121.52,121.35,1142.28,25.33,3.44,500.62,52604.53
1,6.72,52900.82,83.46,121.52,121.34,1142.66,25.31,3.45,500.01,52687.82
1,6.73,52984.28,83.47,121.52,121.33,1143.04,25.28,3.45,499.4,52771.12
1,6.74,53067.74,83.48,121.52,121.32,1143.41,25.25,3.46,498.79,52854.43
1,6.75,53151.22,83.49,121.52,121.31,1143.79,25.23,3.46,498.19,52937.76
1,6.76,53234.71,83.5,121.52,121.3,1144.17,25.2,3.47,497.59,53021.09
1,6.77,53318.2,83.51,121.52,121.29,1144.55,25.18,3.47,496.99,53104.42
1,6.78,53401.71,83.52,121.52,121.28,1144.93,25.15,3.48,496.39,53187.77
1,6.79,53485.22,83.52,121.52,121.27,1145.32,25.13,3.48,495.8,53271.12
1,6.8,53568.75,83.53,121.52,121.26,1145.7,25.1,3.49,495.2,53354.49
1,6.81,53652.28,83.54,121.52,121.25,1146.09,25.08,3.49,494.61,53437.87
1,6.82,53735.82,83.55,121.51,121.24,1146.47,25.05,3.5,494.02,53521.25
1,6.83,53819.37,83.56,121.51,121.23,1146.86,25.03,3.5,493.44,53604.64
1,6.84,53902.93,83.57,121.51,121.22,1147.25,25,3.51,492.86,53688.04
1,6.85,53986.49,83.58,121.51,121.21,1147.64,24.98,3.51,492.28,53771.45
1,6.86,54070.07,83.59,121.51,121.2,1148.03,24.95,3.52,491.7,53854.87
1,6.87,54153.65,83.59,121.51,121.19,1148.43,24.93,3.52,491.12,53938.3
1,6.88,54237.25,83.61,121.51,121.18,1148.82,24.9,3.53,490.55,54021.73
