Vessel,LBP,HBottom,FirsthatchDistfromAft,LasthatchDistfromAft,UDDraftMDegree,UDDraftMConst,MaxDisplcament,draft_tolerance
WUI,230,21.9,180.96,29.88,3,"0.1243712,0.0001298866,-9.823117e-11,1.105541e-17",137709.97,-0.02
