Vessel,LBP,HBottom,FirsthatchDistfromAft,LasthatchDistfromAft,UDDraftMDegree,UDDraftMConst,MaxDisplcament,draft_tolerance
FWA,280,27.648,267.8,76.3,2,"0.21540251030817487,9.66986369223344e-05,-3.879228118574099e-11",236987,-0.02
