Frame station,draught,Displacement,BASE VALUE (SF),DRAFT CORRECT. (CD) SF,TRIM CORRECT. (CT) SF,BASE VALUE (BM),DRAFT CORRECT. (CD) BM,TRIM CORRECT. (CT) BM
154,3,29301,4.313,6.033,-1.329,184.593,398.407,-117.902
154,3.5,34515,7.33,6.038,-1.332,383.797,398.943,-118.292
154,4,39775,10.349,6.042,-1.336,583.268,399.479,-118.682
154,4.5,45075,13.37,6.047,-1.339,783.008,400.015,-119.072
154,5,50413,16.394,6.052,-1.342,983.015,400.551,-119.462
154,5.5,55787,19.419,6.056,-1.345,1183.291,401.087,-119.852
154,6,61195,22.447,6.061,-1.348,1383.834,401.623,-120.242
154,6.5,66637,25.478,6.065,-1.352,1584.646,402.159,-120.632
154,7,72109,28.511,6.07,-1.355,1785.725,402.695,-121.022
154,7.5,77610,31.546,6.075,-1.358,1987.073,403.231,-121.412
154,8,83141,34.583,6.079,-1.361,2188.688,403.767,-121.802
154,8.5,88700,37.622,6.084,-1.364,2390.572,404.303,-122.192
154,9,94287,40.664,6.088,-1.368,2592.723,404.839,-122.582
154,9.5,99904,43.709,6.093,-1.371,2795.143,405.375,-122.972
154,10,105551,46.755,6.098,-1.374,2997.83,405.911,-123.362
154,10.5,111229,49.804,6.102,-1.377,3200.786,406.447,-123.752
154,11,116939,52.855,6.107,-1.38,3404.009,406.983,-124.142
154,11.5,122683,55.908,6.111,-1.384,3607.501,407.519,-124.532
154,12,128462,58.964,6.116,-1.387,3811.26,408.055,-124.922
154,12.5,134277,62.022,6.121,-1.39,4015.288,408.591,-125.312
154,13,140126,65.082,6.125,-1.393,4219.583,409.127,-125.702
154,13.5,146002,68.145,6.13,-1.396,4424.147,409.663,-126.092
154,14,151911,71.21,6.134,-1.4,4628.978,410.199,-126.482
154,14.5,157849,74.277,6.139,-1.403,4834.078,410.735,-126.872
154,15,163817,77.347,6.144,-1.406,5039.445,411.271,-127.262
154,15.5,169812,80.418,6.148,-1.409,5245.081,411.807,-127.652
154,16,175834,83.492,6.153,-1.412,5450.984,412.343,-128.042
154,16.5,181880,86.569,6.157,-1.416,5657.156,412.879,-128.432
154,17,187948,89.648,6.162,-1.419,5863.595,413.415,-128.822
154,17.5,194030,92.729,6.167,-1.422,6070.303,413.951,-129.212
154,18,200129,95.812,6.171,-1.425,6277.278,414.487,-129.602
154,18.5,206249,98.897,6.176,-1.428,6484.522,415.023,-129.992
154,19,212382,101.985,6.18,-1.432,6692.033,415.559,-130.382
154,19.5,218522,105.076,6.185,-1.435,6899.813,416.095,-130.772
154,20,224668,108.168,6.19,-1.438,7107.86,416.631,-131.162
154,20.5,230825,111.263,6.194,-1.441,7316.176,417.167,-131.552
139.5,2,19042,-1.727,6.627,-1.303,-236.214,479.881,-134.284
139.5,2.5,24140,1.586,6.632,-1.306,3.726,480.476,-134.716
139.5,3,29301,4.902,6.636,-1.31,243.964,481.071,-135.147
139.5,3.5,34515,8.22,6.641,-1.313,484.499,481.666,-135.579
139.5,4,39775,11.54,6.645,-1.316,725.332,482.26,-136.01
139.5,4.5,45075,14.863,6.65,-1.319,966.462,482.856,-136.442
139.5,5,50413,18.188,6.654,-1.322,1207.89,483.451,-136.873
139.5,5.5,55787,21.515,6.659,-1.326,1449.615,484.045,-137.305
139.5,6,61195,24.844,6.663,-1.329,1691.638,484.641,-137.736
139.5,6.5,66637,28.175,6.668,-1.332,1933.958,485.236,-138.168
139.5,7,72109,31.509,6.672,-1.335,2176.576,485.831,-138.599
139.5,7.5,77610,34.845,6.677,-1.338,2419.491,486.425,-139.031
139.5,8,83141,38.183,6.681,-1.342,2662.704,487.021,-139.462
139.5,8.5,88700,41.524,6.686,-1.345,2906.214,487.615,-139.894
139.5,9,94287,44.867,6.69,-1.348,3150.022,488.211,-140.325
139.5,9.5,99904,48.212,6.695,-1.351,3394.127,488.806,-140.757
139.5,10,105551,51.559,6.699,-1.354,3638.53,489.401,-141.188
139.5,10.5,111229,54.909,6.704,-1.358,3883.23,489.996,-141.62
139.5,11,116939,58.26,6.708,-1.361,4128.228,490.591,-142.051
139.5,11.5,122683,61.614,6.713,-1.364,4373.523,491.186,-142.483
139.5,12,128462,64.971,6.717,-1.367,4619.116,491.78,-142.914
139.5,12.5,134277,68.329,6.722,-1.37,4865.006,492.376,-143.346
139.5,13,140126,71.69,6.726,-1.374,5111.194,492.971,-143.777
139.5,13.5,146002,75.053,6.731,-1.377,5357.679,493.565,-144.209
139.5,14,151911,78.418,6.735,-1.38,5604.462,494.161,-144.64
139.5,14.5,157849,81.786,6.74,-1.383,5851.542,494.756,-145.072
139.5,15,163817,85.156,6.744,-1.386,6098.92,495.35,-145.503
139.5,15.5,169812,88.528,6.749,-1.39,6346.595,495.946,-145.935
139.5,16,175834,91.902,6.753,-1.393,6594.568,496.54,-146.366
139.5,16.5,181880,95.278,6.758,-1.396,6842.838,497.136,-146.798
139.5,17,187948,98.657,6.762,-1.399,7091.406,497.731,-147.229
139.5,17.5,194030,102.038,6.767,-1.402,7340.271,498.325,-147.661
139.5,18,200129,105.421,6.771,-1.406,7589.434,498.921,-148.092
139.5,18.5,206249,108.807,6.776,-1.409,7838.894,499.516,-148.524
139.5,19,212382,112.195,6.78,-1.412,8088.652,500.11,-148.955
139.5,19.5,218522,115.585,6.785,-1.415,8338.707,500.706,-149.387
139.5,20,224668,118.977,6.789,-1.418,8589.06,501.301,-149.818
139.5,20.5,230825,122.372,6.794,-1.422,8839.71,501.895,-150.25
125,2,19042,-1.742,7.231,-1.255,-258.656,570.307,-151.008
125,2.5,24140,1.874,7.236,-1.259,26.498,570.961,-151.481
125,3,29301,5.492,7.24,-1.262,311.978,571.615,-151.954
125,3.5,34515,9.112,7.245,-1.265,597.786,572.269,-152.427
125,4,39775,12.734,7.249,-1.268,883.92,572.923,-152.9
125,4.5,45075,16.359,7.254,-1.271,1170.382,573.577,-153.373
125,5,50413,19.986,7.258,-1.275,1457.17,574.231,-153.846
125,5.5,55787,23.615,7.263,-1.278,1744.286,574.885,-154.319
125,6,61195,27.247,7.267,-1.281,2031.728,575.539,-154.792
125,6.5,66637,30.88,7.272,-1.284,2319.498,576.193,-155.265
125,7,72109,34.516,7.276,-1.287,2607.594,576.847,-155.738
125,7.5,77610,38.154,7.281,-1.291,2896.018,577.501,-156.211
125,8,83141,41.795,7.285,-1.294,3184.768,578.155,-156.684
125,8.5,88700,45.437,7.29,-1.297,3473.846,578.809,-157.157
125,9,94287,49.082,7.294,-1.3,3763.25,579.463,-157.63
125,9.5,99904,52.73,7.299,-1.303,4052.982,580.117,-158.103
125,10,105551,56.379,7.303,-1.307,4343.04,580.771,-158.576
125,10.5,111229,60.031,7.308,-1.31,4633.426,581.425,-159.049
125,11,116939,63.685,7.312,-1.313,4924.138,582.079,-159.522
125,11.5,122683,67.341,7.317,-1.316,5215.178,582.733,-159.995
125,12,128462,70.999,7.321,-1.319,5506.544,583.387,-160.468
125,12.5,134277,74.66,7.326,-1.323,5798.238,584.041,-160.941
125,13,140126,78.323,7.33,-1.326,6090.258,584.695,-161.414
125,13.5,146002,81.988,7.335,-1.329,6382.606,585.349,-161.887
125,14,151911,85.655,7.339,-1.332,6675.28,586.003,-162.36
125,14.5,157849,89.325,7.344,-1.335,6968.282,586.657,-162.833
125,15,163817,92.997,7.348,-1.339,7261.61,587.311,-163.306
125,15.5,169812,96.671,7.353,-1.342,7555.266,587.965,-163.779
125,16,175834,100.348,7.357,-1.345,7849.248,588.619,-164.252
125,16.5,181880,104.026,7.362,-1.348,8143.558,589.273,-164.725
125,17,187948,107.707,7.366,-1.351,8438.194,589.927,-165.198
125,17.5,194030,111.39,7.371,-1.355,8733.158,590.581,-165.671
125,18,200129,115.076,7.375,-1.358,9028.448,591.235,-166.144
125,18.5,206249,118.763,7.38,-1.361,9324.066,591.889,-166.617
125,19,212382,122.453,7.384,-1.364,9620.01,592.543,-167.09
125,19.5,218522,126.146,7.389,-1.367,9916.282,593.197,-167.563
125,20,224668,129.84,7.393,-1.371,10212.88,593.851,-168.036
125,20.5,230825,133.537,7.398,-1.374,10509.806,594.505,-168.509
110.5,2,19042,-1.752,7.837,-1.179,-281.314,668.623,-166.922
110.5,2.5,24140,2.166,7.841,-1.182,52.997,669.335,-167.437
110.5,3,29301,6.087,7.845,-1.186,387.665,670.047,-167.951
110.5,3.5,34515,10.009,7.85,-1.189,722.689,670.759,-168.466
110.5,4,39775,13.934,7.854,-1.192,1058.068,671.471,-168.98
110.5,4.5,45075,17.861,7.858,-1.195,1393.804,672.183,-169.495
110.5,5,50413,21.791,7.863,-1.198,1729.895,672.895,-170.009
110.5,5.5,55787,25.722,7.867,-1.202,2066.343,673.607,-170.524
110.5,6,61195,29.656,7.872,-1.205,2403.146,674.319,-171.038
110.5,6.5,66637,33.591,7.876,-1.208,2740.306,675.031,-171.553
110.5,7,72109,37.53,7.881,-1.211,3077.821,675.743,-172.067
110.5,7.5,77610,41.47,7.885,-1.214,3415.693,676.455,-172.582
110.5,8,83141,45.412,7.889,-1.218,3753.92,677.167,-173.096
110.5,8.5,88700,49.357,7.894,-1.221,4092.504,677.879,-173.611
110.5,9,94287,53.304,7.898,-1.224,4431.443,678.591,-174.125
110.5,9.5,99904,57.253,7.903,-1.227,4770.739,679.303,-174.64
110.5,10,105551,61.204,7.907,-1.23,5110.39,680.015,-175.154
110.5,10.5,111229,65.157,7.911,-1.234,5450.398,680.727,-175.669
110.5,11,116939,69.113,7.916,-1.237,5790.761,681.439,-176.183
110.5,11.5,122683,73.071,7.92,-1.24,6131.481,682.151,-176.698
110.5,12,128462,77.031,7.924,-1.243,6472.556,682.863,-177.212
110.5,12.5,134277,80.993,7.929,-1.246,6813.988,683.575,-177.727
110.5,13,140126,84.958,7.933,-1.25,7155.775,684.287,-178.241
110.5,13.5,146002,88.924,7.938,-1.253,7497.919,684.999,-178.756
110.5,14,151911,92.893,7.942,-1.256,7840.418,685.711,-179.27
110.5,14.5,157849,96.864,7.947,-1.259,8183.274,686.423,-179.785
110.5,15,163817,100.838,7.951,-1.262,8526.485,687.135,-180.299
110.5,15.5,169812,104.813,7.955,-1.266,8870.053,687.847,-180.814
110.5,16,175834,108.791,7.96,-1.269,9213.976,688.559,-181.328
110.5,16.5,181880,112.77,7.964,-1.272,9558.256,689.271,-181.843
110.5,17,187948,116.753,7.968,-1.275,9902.891,689.983,-182.357
110.5,17.5,194030,120.737,7.973,-1.278,10247.883,690.695,-182.872
110.5,18,200129,124.723,7.977,-1.282,10593.23,691.407,-183.386
110.5,18.5,206249,128.712,7.982,-1.285,10938.934,692.119,-183.901
110.5,19,212382,132.703,7.986,-1.288,11284.993,692.831,-184.415
110.5,19.5,218522,136.696,7.991,-1.291,11631.409,693.543,-184.93
110.5,20,224668,140.691,7.995,-1.294,11978.18,694.255,-185.444
110.5,20.5,230825,144.688,7.999,-1.298,12325.308,694.967,-185.959
96,2,19042,-1.792,8.442,-1.075,-304.164,774.841,-181.659
96,2.5,24140,2.429,8.446,-1.078,83.256,775.609,-182.216
96,3,29301,6.652,8.45,-1.081,471.061,776.379,-182.772
96,3.5,34515,10.877,8.455,-1.084,859.25,777.148,-183.329
96,4,39775,15.104,8.459,-1.088,1247.824,777.917,-183.885
96,4.5,45075,19.333,8.463,-1.091,1636.782,778.686,-184.442
96,5,50413,23.565,8.467,-1.094,2026.125,779.455,-184.998
96,5.5,55787,27.799,8.472,-1.097,2415.852,780.224,-185.555
96,6,61195,32.035,8.476,-1.1,2805.964,780.993,-186.111
96,6.5,66637,36.273,8.48,-1.104,3196.46,781.761,-186.668
96,7,72109,40.513,8.485,-1.107,3587.341,782.531,-187.224
96,7.5,77610,44.755,8.489,-1.11,3978.606,783.299,-187.781
96,8,83141,49,8.493,-1.113,4370.256,784.068,-188.337
96,8.5,88700,53.246,8.498,-1.116,4762.29,784.838,-188.894
96,9,94287,57.495,8.502,-1.12,5154.709,785.607,-189.45
96,9.5,99904,61.746,8.506,-1.123,5547.512,786.376,-190.007
96,10,105551,65.999,8.51,-1.126,5940.7,787.145,-190.563
96,10.5,111229,70.254,8.515,-1.129,6334.272,787.914,-191.12
96,11,116939,74.512,8.519,-1.132,6728.229,788.682,-191.676
96,11.5,122683,78.771,8.523,-1.136,7122.57,789.451,-192.233
96,12,128462,83.033,8.528,-1.139,7517.296,790.22,-192.789
96,12.5,134277,87.297,8.532,-1.142,7912.406,790.99,-193.346
96,13,140126,91.563,8.536,-1.145,8307.901,791.759,-193.902
96,13.5,146002,95.831,8.541,-1.148,8703.78,792.528,-194.459
96,14,151911,100.101,8.545,-1.152,9100.044,793.297,-195.015
96,14.5,157849,104.373,8.549,-1.155,9496.692,794.066,-195.572
96,15,163817,108.648,8.553,-1.158,9893.725,794.834,-196.128
96,15.5,169812,112.925,8.558,-1.161,10291.142,795.604,-196.685
96,16,175834,117.204,8.562,-1.164,10688.944,796.373,-197.241
96,16.5,181880,121.485,8.566,-1.168,11087.13,797.141,-197.798
96,17,187948,125.768,8.571,-1.171,11485.701,797.911,-198.354
96,17.5,194030,130.053,8.575,-1.174,11884.656,798.68,-198.911
96,18,200129,134.341,8.579,-1.177,12283.996,799.448,-199.467
96,18.5,206249,138.63,8.584,-1.18,12683.72,800.217,-200.024
96,19,212382,142.922,8.588,-1.184,13083.829,800.986,-200.58
96,19.5,218522,147.216,8.592,-1.187,13484.322,801.756,-201.137
96,20,224668,151.512,8.596,-1.19,13885.2,802.524,-201.693
96,20.5,230825,155.81,8.601,-1.193,14286.462,803.294,-202.25
81.5,2,19042,-1.959,9.043,-0.944,-328.254,888.938,-194.86
81.5,2.5,24140,2.562,9.047,-0.948,116.215,889.764,-195.458
81.5,3,29301,7.086,9.051,-0.951,561.097,890.59,-196.056
81.5,3.5,34515,11.611,9.056,-0.954,1006.392,891.416,-196.654
81.5,4,39775,16.139,9.06,-0.957,1452.1,892.242,-197.252
81.5,4.5,45075,20.669,9.065,-0.96,1898.221,893.068,-197.85
81.5,5,50413,25.202,9.069,-0.963,2344.755,893.894,-198.448
81.5,5.5,55787,29.736,9.073,-0.966,2791.702,894.72,-199.046
81.5,6,61195,34.273,9.078,-0.97,3239.062,895.546,-199.644
81.5,6.5,66637,38.811,9.082,-0.973,3686.835,896.372,-200.242
81.5,7,72109,43.353,9.087,-0.976,4135.021,897.198,-200.84
81.5,7.5,77610,47.896,9.091,-0.979,4583.62,898.024,-201.438
81.5,8,83141,52.441,9.095,-0.982,5032.632,898.85,-202.036
81.5,8.5,88700,56.989,9.1,-0.985,5482.057,899.676,-202.634
81.5,9,94287,61.539,9.104,-0.989,5931.895,900.502,-203.232
81.5,9.5,99904,66.091,9.108,-0.992,6382.146,901.328,-203.83
81.5,10,105551,70.645,9.113,-0.995,6832.81,902.154,-204.428
81.5,10.5,111229,75.201,9.117,-0.998,7283.887,902.98,-205.026
81.5,11,116939,79.76,9.122,-1.001,7735.377,903.806,-205.624
81.5,11.5,122683,84.321,9.126,-1.004,8187.28,904.632,-206.222
81.5,12,128462,88.884,9.13,-1.007,8639.596,905.458,-206.82
81.5,12.5,134277,93.449,9.135,-1.011,9092.325,906.284,-207.418
81.5,13,140126,98.017,9.139,-1.014,9545.467,907.11,-208.016
81.5,13.5,146002,102.586,9.144,-1.017,9999.022,907.936,-208.614
81.5,14,151911,107.158,9.148,-1.02,10452.99,908.762,-209.212
81.5,14.5,157849,111.732,9.153,-1.023,10907.371,909.588,-209.81
81.5,15,163817,116.309,9.157,-1.026,11362.165,910.414,-210.408
81.5,15.5,169812,120.887,9.161,-1.029,11817.372,911.24,-211.006
81.5,16,175834,125.468,9.166,-1.033,12272.992,912.066,-211.604
81.5,16.5,181880,130.05,9.17,-1.036,12729.025,912.892,-212.202
81.5,17,187948,134.636,9.175,-1.039,13185.471,913.718,-212.8
81.5,17.5,194030,139.223,9.179,-1.042,13642.33,914.544,-213.398
81.5,18,200129,143.812,9.183,-1.045,14099.602,915.37,-213.996
81.5,18.5,206249,148.404,9.188,-1.048,14557.287,916.196,-214.594
81.5,19,212382,152.998,9.192,-1.052,15015.385,917.022,-215.192
81.5,19.5,218522,157.594,9.196,-1.055,15473.896,917.848,-215.79
81.5,20,224668,162.192,9.201,-1.058,15932.82,918.674,-216.388
81.5,20.5,230825,166.792,9.205,-1.061,16392.157,919.5,-216.986
67,2,19042,-2.366,9.619,-0.796,-356.938,1010.754,-206.225
67,2.5,24140,2.444,9.625,-0.798,148.439,1011.643,-206.862
67,3,29301,7.256,9.631,-0.801,654.26,1012.532,-207.499
67,3.5,34515,12.071,9.636,-0.804,1160.526,1013.421,-208.136
67,4,39775,16.889,9.642,-0.807,1667.236,1014.31,-208.773
67,4.5,45075,21.71,9.647,-0.809,2174.391,1015.199,-209.41
67,5,50413,26.534,9.653,-0.812,2681.99,1016.088,-210.047
67,5.5,55787,31.361,9.659,-0.815,3190.034,1016.977,-210.684
67,6,61195,36.19,9.664,-0.818,3698.522,1017.866,-211.321
67,6.5,66637,41.022,9.67,-0.82,4207.455,1018.755,-211.958
67,7,72109,45.857,9.675,-0.823,4716.832,1019.644,-212.595
67,7.5,77610,50.695,9.681,-0.826,5226.654,1020.533,-213.232
67,8,83141,55.535,9.687,-0.828,5736.92,1021.422,-213.869
67,8.5,88700,60.378,9.692,-0.831,6247.631,1022.311,-214.506
67,9,94287,65.224,9.698,-0.834,6758.786,1023.2,-215.143
67,9.5,99904,70.073,9.703,-0.837,7270.386,1024.089,-215.78
67,10,105551,74.925,9.709,-0.84,7782.43,1024.978,-216.417
67,10.5,111229,79.78,9.715,-0.842,8294.919,1025.867,-217.054
67,11,116939,84.637,9.72,-0.845,8807.852,1026.756,-217.691
67,11.5,122683,89.497,9.726,-0.848,9321.23,1027.645,-218.328
67,12,128462,94.36,9.731,-0.85,9835.052,1028.534,-218.965
67,12.5,134277,99.226,9.737,-0.853,10349.319,1029.423,-219.602
67,13,140126,104.094,9.743,-0.856,10864.03,1030.312,-220.239
67,13.5,146002,108.965,9.748,-0.859,11379.186,1031.201,-220.876
67,14,151911,113.839,9.754,-0.862,11894.786,1032.089,-221.513
67,14.5,157849,118.716,9.759,-0.864,12410.831,1032.979,-222.15
67,15,163817,123.596,9.765,-0.867,12927.32,1033.868,-222.787
67,15.5,169812,128.479,9.771,-0.87,13444.254,1034.757,-223.424
67,16,175834,133.364,9.776,-0.873,13961.632,1035.646,-224.061
67,16.5,181880,138.252,9.782,-0.875,14479.455,1036.534,-224.698
67,17,187948,143.143,9.787,-0.878,14997.722,1037.424,-225.335
67,17.5,194030,148.037,9.793,-0.881,15516.434,1038.313,-225.972
67,18,200129,152.933,9.799,-0.884,16035.59,1039.202,-226.609
67,18.5,206249,157.832,9.804,-0.886,16555.191,1040.091,-227.246
67,19,212382,162.734,9.81,-0.889,17075.236,1040.979,-227.883
67,19.5,218522,167.639,9.815,-0.892,17595.726,1041.869,-228.52
67,20,224668,172.547,9.821,-0.895,18116.66,1042.758,-229.157
67,20.5,230825,177.458,9.827,-0.897,18638.039,1043.647,-229.794
52.5,2,19042,-2.976,10.116,-0.647,-391.608,1139.659,-215.619
52.5,2.5,24140,2.082,10.126,-0.648,178.221,1140.644,-216.284
52.5,3,29301,7.145,10.136,-0.649,748.543,1141.629,-216.949
52.5,3.5,34515,12.213,10.145,-0.65,1319.357,1142.614,-217.614
52.5,4,39775,17.285,10.155,-0.652,1890.664,1143.599,-218.279
52.5,4.5,45075,22.363,10.165,-0.653,2462.463,1144.584,-218.944
52.5,5,50413,27.446,10.175,-0.654,3034.755,1145.569,-219.609
52.5,5.5,55787,32.533,10.185,-0.656,3607.539,1146.554,-220.274
52.5,6,61195,37.625,10.194,-0.657,4180.816,1147.539,-220.939
52.5,6.5,66637,42.722,10.204,-0.658,4754.585,1148.524,-221.604
52.5,7,72109,47.825,10.214,-0.66,5328.847,1149.509,-222.269
52.5,7.5,77610,52.932,10.224,-0.661,5903.601,1150.494,-222.934
52.5,8,83141,58.043,10.234,-0.662,6478.848,1151.479,-223.599
52.5,8.5,88700,63.16,10.243,-0.663,7054.587,1152.464,-224.264
52.5,9,94287,68.282,10.253,-0.665,7630.819,1153.449,-224.929
52.5,9.5,99904,73.409,10.263,-0.666,8207.543,1154.434,-225.594
52.5,10,105551,78.54,10.273,-0.667,8784.76,1155.419,-226.259
52.5,10.5,111229,83.676,10.283,-0.669,9362.469,1156.404,-226.924
52.5,11,116939,88.818,10.292,-0.67,9940.671,1157.389,-227.589
52.5,11.5,122683,93.964,10.302,-0.671,10519.365,1158.374,-228.254
52.5,12,128462,99.115,10.312,-0.673,11098.552,1159.359,-228.919
52.5,12.5,134277,104.271,10.322,-0.674,11678.231,1160.344,-229.584
52.5,13,140126,109.432,10.332,-0.675,12258.403,1161.329,-230.249
52.5,13.5,146002,114.598,10.341,-0.677,12839.067,1162.314,-230.914
52.5,14,151911,119.768,10.351,-0.678,13420.224,1163.299,-231.579
52.5,14.5,157849,124.944,10.361,-0.679,14001.873,1164.284,-232.244
52.5,15,163817,130.125,10.371,-0.68,14584.015,1165.269,-232.909
52.5,15.5,169812,135.31,10.381,-0.682,15166.649,1166.254,-233.574
52.5,16,175834,140.5,10.39,-0.683,15749.776,1167.239,-234.239
52.5,16.5,181880,145.695,10.4,-0.684,16333.395,1168.224,-234.904
52.5,17,187948,150.896,10.41,-0.686,16917.507,1169.209,-235.569
52.5,17.5,194030,156.101,10.42,-0.687,17502.111,1170.194,-236.234
52.5,18,200129,161.31,10.43,-0.688,18087.208,1171.178,-236.899
52.5,18.5,206249,166.525,10.439,-0.69,18672.797,1172.164,-237.564
52.5,19,212382,171.745,10.449,-0.691,19258.879,1173.149,-238.229
52.5,19.5,218522,176.97,10.459,-0.692,19845.453,1174.134,-238.894
52.5,20,224668,182.199,10.469,-0.693,20432.52,1175.119,-239.559
52.5,20.5,230825,187.433,10.479,-0.695,21020.079,1176.104,-240.224
38,2,19042,-3.664,10.453,-0.529,-434.674,1274.083,-223.238
38,2.5,24140,1.563,10.473,-0.527,202.368,1275.251,-223.902
38,3,29301,6.799,10.492,-0.525,839.993,1276.419,-224.565
38,3.5,34515,12.045,10.511,-0.523,1478.203,1277.587,-225.229
38,4,39775,17.3,10.53,-0.521,2116.996,1278.755,-225.892
38,4.5,45075,22.566,10.55,-0.519,2756.374,1279.923,-226.556
38,5,50413,27.841,10.569,-0.517,3396.335,1281.091,-227.219
38,5.5,55787,33.125,10.588,-0.515,4036.881,1282.259,-227.883
38,6,61195,38.419,10.608,-0.513,4678.01,1283.427,-228.546
38,6.5,66637,43.723,10.627,-0.511,5319.724,1284.595,-229.21
38,7,72109,49.037,10.646,-0.509,5962.021,1285.763,-229.873
38,7.5,77610,54.36,10.666,-0.507,6604.903,1286.931,-230.537
38,8,83141,59.692,10.685,-0.505,7248.368,1288.099,-231.2
38,8.5,88700,65.035,10.704,-0.503,7892.418,1289.267,-231.864
38,9,94287,70.387,10.723,-0.501,8537.051,1290.435,-232.527
38,9.5,99904,75.749,10.743,-0.499,9182.269,1291.603,-233.191
38,10,105551,81.12,10.762,-0.497,9828.07,1292.771,-233.854
38,10.5,111229,86.501,10.781,-0.495,10474.456,1293.939,-234.518
38,11,116939,91.892,10.801,-0.493,11121.425,1295.107,-235.181
38,11.5,122683,97.292,10.82,-0.491,11768.979,1296.275,-235.845
38,12,128462,102.702,10.839,-0.49,12417.116,1297.443,-236.508
38,12.5,134277,108.122,10.859,-0.488,13065.838,1298.611,-237.172
38,13,140126,113.551,10.878,-0.486,13715.143,1299.779,-237.835
38,13.5,146002,118.99,10.897,-0.484,14365.033,1300.947,-238.499
38,14,151911,124.438,10.916,-0.482,15015.506,1302.115,-239.162
38,14.5,157849,129.897,10.936,-0.48,15666.564,1303.283,-239.826
38,15,163817,135.365,10.955,-0.478,16318.205,1304.451,-240.489
38,15.5,169812,140.842,10.974,-0.476,16970.431,1305.619,-241.153
38,16,175834,146.329,10.994,-0.474,17623.24,1306.787,-241.816
38,16.5,181880,151.826,11.013,-0.472,18276.634,1307.955,-242.48
38,17,187948,157.333,11.032,-0.47,18930.611,1309.123,-243.143
38,17.5,194030,162.849,11.052,-0.468,19585.173,1310.291,-243.806
38,18,200129,168.374,11.071,-0.466,20240.318,1311.459,-244.47
38,18.5,206249,173.91,11.09,-0.464,20896.048,1312.627,-245.134
38,19,212382,179.455,11.109,-0.462,21552.361,1313.795,-245.797
38,19.5,218522,185.01,11.129,-0.46,22209.259,1314.963,-246.461
38,20,224668,190.574,11.148,-0.458,22866.74,1316.131,-247.124
38,20.5,230825,196.148,11.167,-0.456,23524.806,1317.299,-247.788
